Rk,Pos,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,Pos,90s,CrdY,CrdR,2CrdY,Fls,Off,Crs,Int,TklW,PKcon,OG,Recov,Won,Lost,Won%
1909,"DF,MF",0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,1909,"DF,MF",0.1,0,0,0,0,0,0,0,1,0,0,1,2,0,100.0
1910,MF,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1910,MF,0.3,1,0,0,3,0,0,0,0,1,0,1,1,0,100.0
1911,MF,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1911,MF,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,DF,1.2,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,2,0,1913,DF,1.2,1,0,0,3,1,2,1,1,0,0,4,1,1,50.0
1914,MF,16.0,41,26,18,18,5,20,47,42.6,27,24,9,15,21,62,39,0,1914,MF,16.0,8,0,0,15,0,52,21,26,1,0,98,14,16,46.7
1919,DF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1919,DF,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,
1920,MF,2.0,3,1,3,0,0,2,6,33.3,4,0,0,0,6,9,1,0,1920,MF,2.0,2,1,1,1,3,3,6,1,0,0,10,2,1,66.7
1921,MF,7.3,10,4,1,7,2,5,16,31.3,11,7,1,6,1,11,8,1,1921,MF,7.3,0,0,0,8,2,19,1,4,0,0,30,5,8,38.5
1923,DF,31.1,51,28,30,19,2,23,49,46.9,26,38,24,14,52,103,153,3,1923,DF,31.1,4,0,0,37,0,1,52,28,0,0,206,89,57,61.0
1924,"DF,MF",16.8,29,22,22,6,1,22,41,53.7,19,11,1,10,17,46,26,0,1924,"DF,MF",16.8,2,0,0,18,0,64,17,22,0,0,78,13,9,59.1
1927,DF,12.1,18,14,13,5,0,12,18,66.7,6,19,11,8,10,28,43,0,1927,DF,12.1,1,0,0,13,0,1,10,14,0,0,75,20,11,64.5
1931,MF,27.8,81,50,42,31,8,32,87,36.8,55,48,6,42,54,135,50,0,1931,MF,27.8,8,0,0,41,1,22,54,50,0,0,216,40,46,46.5
1932,DF,26.3,22,16,16,5,1,14,20,70.0,6,23,18,5,12,34,98,1,1932,DF,26.3,4,1,0,17,0,1,12,16,0,0,126,44,25,63.8
1934,DF,32.1,39,20,22,14,3,11,26,42.3,15,41,30,11,35,74,158,2,1934,DF,32.1,5,1,0,36,1,11,35,20,0,1,140,127,67,65.5
1936,DF,10.5,17,9,8,8,1,8,17,47.1,9,13,7,6,21,38,41,1,1936,DF,10.5,1,0,0,14,0,15,21,9,0,0,54,14,18,43.8
1937,MF,5.0,8,4,3,4,1,2,10,20.0,8,6,4,2,8,16,10,0,1937,MF,5.0,1,0,0,9,0,1,8,4,0,0,20,5,4,55.6
1944,DF,4.4,9,7,7,1,1,5,5,100.0,0,2,1,1,8,17,7,0,1944,DF,4.4,0,0,0,7,1,10,8,7,1,0,13,1,8,11.1
1945,DF,7.9,19,11,11,4,4,9,14,64.3,5,15,6,9,2,21,22,0,1945,DF,7.9,2,0,0,8,0,8,2,11,0,0,27,7,12,36.8
1946,DF,1.4,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,1946,DF,1.4,0,0,0,2,0,3,1,0,0,0,4,1,1,50.0
1947,"MF,DF",22.2,17,10,10,7,0,12,22,54.5,10,14,3,11,7,24,34,2,1947,"MF,DF",22.2,1,0,0,8,8,79,7,10,0,0,125,28,23,54.9
1948,DF,7.1,11,5,9,2,0,6,7,85.7,1,13,10,3,3,14,29,0,1948,DF,7.1,1,0,0,1,0,0,3,5,0,0,10,12,7,63.2
1949,DF,10.5,19,9,13,6,0,11,18,61.1,7,25,19,6,9,28,35,3,1949,DF,10.5,1,0,0,11,0,0,9,9,1,1,37,23,18,56.1
1952,DF,32.4,56,34,33,22,1,29,44,65.9,15,48,32,16,29,85,156,4,1952,DF,32.4,9,0,0,27,0,2,29,34,2,0,164,74,59,55.6
1955,DF,19.4,44,28,28,14,2,24,38,63.2,14,27,19,8,35,79,112,2,1955,DF,19.4,3,0,0,17,0,3,35,28,0,0,144,41,26,61.2
1958,MF,4.0,16,13,4,7,5,5,8,62.5,3,2,0,2,3,19,5,1,1958,MF,4.0,3,0,0,7,1,1,3,13,0,0,36,6,10,37.5
1959,MF,6.7,10,9,8,2,0,4,17,23.5,13,9,1,8,1,11,10,0,1959,MF,6.7,1,0,0,6,0,7,1,9,0,0,49,5,9,35.7
1962,DF,17.4,50,29,29,15,6,23,39,59.0,16,35,6,29,20,70,25,0,1962,DF,17.4,3,0,0,9,1,27,20,29,0,0,101,37,30,55.2
1963,MF,16.1,26,18,14,8,4,10,22,45.5,12,7,0,7,13,39,12,1,1963,MF,16.1,0,0,0,15,1,21,13,18,0,0,75,11,19,36.7
1965,DF,23.0,32,19,23,7,2,16,28,57.1,12,30,20,10,33,65,77,2,1965,DF,23.0,5,1,0,20,0,0,33,19,0,2,114,50,19,72.5
1966,"DF,MF",25.7,48,29,31,13,4,20,33,60.6,13,51,29,22,27,75,65,0,1966,"DF,MF",25.7,4,0,0,18,0,3,27,29,0,0,108,30,41,42.3
1968,DF,8.7,10,3,9,1,0,5,8,62.5,3,12,8,4,13,23,42,1,1968,DF,8.7,2,0,0,6,0,0,13,3,0,1,21,7,10,41.2
1971,MF,23.2,71,38,32,31,8,21,42,50.0,21,25,6,19,21,92,31,0,1971,MF,23.2,5,0,0,37,1,3,21,38,1,0,160,52,18,74.3
1973,MF,6.3,23,14,6,14,3,13,25,52.0,12,10,2,8,11,34,11,1,1973,MF,6.3,1,0,0,15,0,2,11,14,0,0,38,11,6,64.7
1976,MF,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1976,MF,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1977,"DF,MF",4.5,10,6,7,3,0,5,12,41.7,7,3,0,3,1,11,13,0,1977,"DF,MF",4.5,1,0,0,10,0,13,1,6,1,0,10,8,6,57.1
1978,MF,12.9,37,24,9,23,5,16,29,55.2,13,15,7,8,23,60,17,0,1978,MF,12.9,8,0,0,24,4,16,23,24,0,0,73,10,23,30.3
1981,DF,27.2,55,36,37,15,3,32,59,54.2,27,45,7,38,35,90,68,1,1981,DF,27.2,6,0,0,20,0,190,35,36,1,0,150,32,13,71.1
1984,DF,17.6,20,12,8,10,2,9,18,50.0,9,22,13,9,16,36,76,1,1984,DF,17.6,2,0,0,16,0,1,16,12,0,0,87,54,28,65.9
1985,DF,20.9,19,14,11,6,2,10,17,58.8,7,41,29,12,31,50,130,0,1985,DF,20.9,4,0,0,29,3,1,31,14,4,1,89,133,55,70.7
1988,MF,26.0,43,26,18,20,5,13,37,35.1,24,27,2,25,16,59,11,0,1988,MF,26.0,3,0,0,39,2,11,16,26,0,0,144,19,39,32.8
1991,DF,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1991,DF,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,
1992,MF,0.1,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,1992,MF,0.1,0,0,0,1,0,0,0,1,0,0,1,2,2,50.0
1993,"DF,MF",15.2,22,9,11,9,2,8,17,47.1,9,18,2,16,8,30,30,0,1993,"DF,MF",15.2,3,0,0,8,1,47,8,9,0,1,80,6,22,21.4
1994,DF,20.5,41,22,21,19,1,16,27,59.3,11,37,20,17,31,72,92,0,1994,DF,20.5,3,0,0,23,1,3,31,22,0,0,103,36,36,50.0
1996,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1996,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
1997,MF,20.7,38,26,14,23,1,17,36,47.2,19,36,9,27,27,65,32,1,1997,MF,20.7,5,0,0,21,3,20,27,26,0,0,142,26,30,46.4
2003,MF,13.4,25,11,9,14,2,11,32,34.4,21,6,1,5,11,36,8,0,2003,MF,13.4,3,0,0,15,1,22,11,11,0,0,66,3,11,21.4
2006,DF,4.8,8,5,6,2,0,5,5,100.0,0,1,0,1,7,15,15,0,2006,DF,4.8,0,0,0,4,0,0,7,5,0,0,26,8,7,53.3
2009,DF,13.3,37,26,21,14,2,23,34,67.6,11,17,3,14,9,46,32,0,2009,DF,13.3,4,0,0,13,0,11,9,26,0,0,73,13,9,59.1
2010,MF,13.2,20,12,11,8,1,10,18,55.6,8,28,3,25,17,37,18,1,2010,MF,13.2,3,0,0,22,2,1,17,12,0,0,86,16,15,51.6
2011,DF,17.8,26,15,22,4,0,15,23,65.2,8,18,7,11,18,44,84,1,2011,DF,17.8,3,0,0,13,1,6,18,15,1,1,70,31,31,50.0
2012,"MF,DF",1.7,10,6,3,6,1,5,6,83.3,1,2,0,2,0,10,2,0,2012,"MF,DF",1.7,1,0,0,2,0,0,0,6,0,0,8,3,5,37.5
2013,DF,17.0,25,15,21,4,0,14,22,63.6,8,17,6,11,10,35,53,1,2013,DF,17.0,8,0,0,29,1,1,10,15,0,0,49,57,33,63.3
2014,DF,33.0,62,37,38,23,1,31,53,58.5,22,51,22,29,47,109,152,2,2014,DF,33.0,7,0,0,22,1,7,47,37,1,0,216,54,48,52.9
2016,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2016,MF,0.1,0,0,0,1,0,1,0,0,0,0,0,1,0,100.0
2017,"MF,DF",0.6,2,2,1,1,0,0,6,0.0,6,3,2,1,0,2,2,0,2017,"MF,DF",0.6,0,0,0,3,0,1,0,2,0,0,3,0,1,0.0
2018,MF,1.8,10,6,5,4,1,6,10,60.0,4,2,0,2,3,13,1,0,2018,MF,1.8,1,0,0,4,0,2,3,6,0,0,6,2,2,50.0
2019,MF,20.3,60,34,28,26,6,26,53,49.1,27,24,0,24,29,89,20,2,2019,MF,20.3,6,0,0,16,0,6,29,34,0,0,163,8,8,50.0
2021,MF,30.0,152,75,80,60,12,103,152,67.8,49,57,9,48,46,198,58,0,2021,MF,30.0,13,0,0,52,2,5,46,75,1,0,195,40,31,56.3
2022,DF,17.7,34,19,21,11,2,19,35,54.3,16,37,26,11,26,60,111,0,2022,DF,17.7,5,0,0,20,1,13,26,19,1,0,88,30,18,62.5
2024,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2024,MF,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2025,DF,34.9,106,68,48,42,16,57,90,63.3,33,47,15,32,43,149,96,0,2025,DF,34.9,10,0,0,32,1,49,43,68,1,1,142,25,23,52.1
2027,MF,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2027,MF,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,
2028,DF,1.3,6,3,6,0,0,6,7,85.7,1,3,2,1,2,8,7,0,2028,DF,1.3,0,0,0,1,0,0,2,3,0,0,7,5,4,55.6
2030,DF,12.6,21,14,16,5,0,13,17,76.5,4,15,9,6,6,27,60,0,2030,DF,12.6,6,0,0,13,0,0,6,14,0,1,51,25,18,58.1
2031,"MF,DF",2.9,5,4,2,3,0,0,4,0.0,4,1,0,1,4,9,2,0,2031,"MF,DF",2.9,1,0,0,6,0,2,4,4,0,0,16,4,7,36.4
2032,DF,11.9,21,11,9,9,3,11,22,50.0,11,17,5,12,10,31,30,1,2032,DF,11.9,0,0,0,7,1,92,10,11,0,0,56,9,21,30.0
2035,DF,30.0,20,11,11,9,0,7,14,50.0,7,23,11,12,33,53,104,0,2035,DF,30.0,9,1,1,37,0,1,33,11,0,0,137,60,37,61.9
2037,MF,29.3,57,36,30,22,5,33,77,42.9,44,26,7,19,29,86,43,1,2037,MF,29.3,15,1,0,31,0,82,29,36,1,0,184,14,3,82.4
2038,MF,28.7,43,30,16,21,6,20,46,43.5,26,25,9,16,21,64,29,3,2038,MF,28.7,4,0,0,18,0,57,21,30,0,0,173,24,10,70.6
2039,DF,16.2,30,15,11,12,7,15,26,57.7,11,21,5,16,17,47,26,0,2039,DF,16.2,4,0,0,14,0,42,17,15,3,0,124,24,20,54.5
2041,"MF,DF",8.8,14,11,9,4,1,5,10,50.0,5,9,3,6,11,25,9,0,2041,"MF,DF",8.8,3,0,0,10,0,2,11,11,0,0,56,7,8,46.7
2042,MF,22.8,28,17,9,18,1,14,31,45.2,17,29,6,23,16,44,34,0,2042,MF,22.8,3,0,0,20,6,10,16,17,0,0,124,36,31,53.7
2043,DF,5.0,11,7,9,2,0,9,14,64.3,5,7,3,4,3,14,19,0,2043,DF,5.0,3,0,0,9,0,0,3,7,0,0,12,7,13,35.0
2045,DF,10.7,21,14,9,10,2,14,24,58.3,10,13,2,11,10,31,21,0,2045,DF,10.7,2,1,0,14,2,40,10,14,0,0,51,6,8,42.9
2046,DF,17.9,13,8,10,3,0,8,18,44.4,10,15,9,6,6,19,44,0,2046,DF,17.9,4,0,0,8,0,11,6,8,0,0,71,9,17,34.6
2048,DF,11.2,34,24,21,11,2,14,37,37.8,23,14,3,11,9,43,33,0,2048,DF,11.2,4,0,0,18,1,32,9,24,0,0,60,7,10,41.2
2049,DF,4.5,7,5,4,3,0,3,4,75.0,1,5,3,2,4,11,27,0,2049,DF,4.5,1,0,0,4,0,0,4,5,0,0,19,13,6,68.4
2050,DF,15.5,10,7,8,2,0,6,11,54.5,5,15,7,8,24,34,78,0,2050,DF,15.5,6,1,1,11,0,0,24,7,0,0,70,29,19,60.4
2051,DF,18.6,34,21,21,11,2,20,24,83.3,4,25,15,10,32,66,44,1,2051,DF,18.6,6,0,0,23,2,24,32,21,0,0,68,35,27,56.5
2053,MF,13.6,28,16,10,14,4,17,33,51.5,16,13,3,10,17,45,12,0,2053,MF,13.6,6,0,0,20,0,18,17,16,0,0,75,10,13,43.5
2055,MF,20.0,54,32,28,19,7,19,46,41.3,27,25,7,18,15,69,21,0,2055,MF,20.0,6,1,0,45,1,20,15,32,0,0,110,20,19,51.3
2057,"DF,MF",0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2057,"DF,MF",0.1,0,0,0,2,0,1,0,0,0,0,0,0,5,0.0
2058,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2058,MF,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2059,DF,19.8,64,39,31,27,6,24,44,54.5,20,20,3,17,19,83,46,0,2059,DF,19.8,5,1,0,34,2,53,19,39,0,0,100,10,23,30.3
2060,DF,17.9,36,24,25,5,6,21,25,84.0,4,19,5,14,10,46,51,0,2060,DF,17.9,4,0,0,13,0,57,10,24,0,0,56,9,18,33.3
2061,DF,12.4,25,9,18,5,2,9,17,52.9,8,16,7,9,13,38,19,0,2061,DF,12.4,4,1,0,14,4,58,13,9,0,0,54,6,8,42.9
2064,DF,19.5,46,26,28,14,4,23,34,67.6,11,26,6,20,15,61,54,0,2064,DF,19.5,1,0,0,6,2,111,15,26,0,0,102,10,21,32.3
2070,MF,20.7,35,20,14,16,5,17,51,33.3,34,28,5,23,20,55,22,0,2070,MF,20.7,7,0,0,26,3,76,20,20,0,0,97,12,17,41.4
2071,DF,8.7,18,13,7,10,1,9,17,52.9,8,7,3,4,9,27,20,0,2071,DF,8.7,7,1,1,19,0,28,9,13,0,0,50,13,7,65.0
2072,DF,6.1,8,6,4,3,1,5,10,50.0,5,11,6,5,10,18,28,0,2072,DF,6.1,1,0,0,3,0,1,10,6,1,0,15,9,18,33.3
2073,DF,0.8,1,1,0,0,1,0,2,0.0,2,1,1,0,1,2,2,0,2073,DF,0.8,0,0,0,0,0,0,1,1,0,0,5,1,1,50.0
2076,DF,33.2,51,38,41,9,1,32,40,80.0,8,37,20,17,33,84,99,2,2076,DF,33.2,1,0,0,13,0,6,33,38,2,0,170,25,12,67.6
2077,DF,1.0,1,0,1,0,0,0,2,0.0,2,2,2,0,0,1,7,0,2077,DF,1.0,1,0,0,1,0,0,0,0,0,0,2,1,0,100.0
2080,MF,4.9,19,14,12,7,0,6,12,50.0,6,9,3,6,13,32,8,0,2080,MF,4.9,3,0,0,8,0,0,13,14,0,0,26,3,4,42.9
2084,MF,29.0,25,12,4,12,9,11,41,26.8,30,16,2,14,4,29,12,0,2084,MF,29.0,6,0,0,22,3,220,4,12,0,0,99,13,36,26.5
2085,DF,22.2,22,12,14,6,2,9,17,52.9,8,29,26,3,23,45,100,1,2085,DF,22.2,2,0,0,14,1,1,23,12,2,0,128,46,29,61.3
2087,DF,9.3,19,13,14,4,1,9,17,52.9,8,15,2,13,4,23,18,0,2087,DF,9.3,3,0,0,11,1,37,4,13,0,0,41,5,6,45.5
2091,"MF,DF",8.6,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,2091,"MF,DF",8.6,3,0,0,15,1,17,5,5,0,0,45,4,13,23.5
2094,DF,36.0,72,48,42,28,2,39,48,81.3,9,53,26,27,45,117,158,1,2094,DF,36.0,9,1,1,34,0,19,45,48,1,0,164,81,44,64.8
2101,DF,30.3,47,30,33,14,0,28,46,60.9,18,45,32,13,28,75,113,0,2101,DF,30.3,3,0,0,34,1,5,28,30,2,1,134,48,34,58.5
2102,MF,18.0,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0,2102,MF,18.0,6,0,0,27,0,0,24,21,0,0,113,6,28,17.6
2104,MF,35.8,44,25,20,20,4,23,49,46.9,26,29,11,18,27,71,46,1,2104,MF,35.8,5,1,1,28,1,19,27,25,1,0,188,32,33,49.2
2110,DF,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0,2110,DF,30.7,7,0,0,22,6,2,31,24,0,0,148,84,39,68.3
2111,DF,12.1,25,14,19,5,1,20,28,71.4,8,17,6,11,2,27,35,0,2111,DF,12.1,4,0,0,17,2,54,2,14,1,0,56,13,5,72.2
2113,DF,5.7,11,7,6,4,1,5,6,83.3,1,10,6,4,11,22,21,0,2113,DF,5.7,0,0,0,7,0,1,11,7,1,0,27,20,12,62.5
2115,MF,3.4,11,6,2,8,1,5,9,55.6,4,4,1,3,4,15,2,1,2115,MF,3.4,3,1,1,14,0,1,4,6,1,0,23,7,1,87.5
2116,MF,1.0,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0,2116,MF,1.0,0,0,0,3,0,2,2,3,0,0,8,0,0,
2118,DF,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1,2118,DF,5.6,1,1,0,3,0,2,8,10,0,0,23,11,10,52.4
2123,DF,6.6,14,11,8,6,0,7,13,53.8,6,12,7,5,9,23,36,1,2123,DF,6.6,0,0,0,5,0,2,9,11,0,0,39,26,14,65.0
2126,DF,9.7,17,11,13,4,0,11,22,50.0,11,24,7,17,11,28,36,0,2126,DF,9.7,6,0,0,28,0,6,11,11,0,0,36,17,9,65.4
2127,DF,6.6,15,9,12,2,1,5,7,71.4,2,13,4,9,8,23,25,0,2127,DF,6.6,3,0,0,4,0,9,8,9,0,0,22,9,5,64.3
2129,DF,28.0,35,23,22,13,0,9,20,45.0,11,40,24,16,43,78,170,3,2129,DF,28.0,1,0,0,4,0,7,43,23,0,0,131,113,51,68.9
2132,DF,22.1,39,23,25,14,0,15,28,53.6,13,46,30,16,25,64,93,1,2132,DF,22.1,4,0,0,33,1,2,25,23,2,0,81,58,35,62.4
2133,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2133,MF,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2135,MF,3.5,16,9,11,5,0,6,13,46.2,7,10,2,8,6,22,7,0,2135,MF,3.5,0,0,0,8,0,0,6,9,0,0,24,2,2,50.0
2136,MF,0.6,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,2136,MF,0.6,0,0,0,3,0,1,1,1,0,0,4,1,0,100.0
2137,MF,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,2137,MF,0.6,0,0,0,0,0,3,0,0,0,0,3,1,0,100.0
2140,MF,24.9,32,15,12,14,6,9,30,30.0,21,22,1,21,19,51,20,0,2140,MF,24.9,5,0,0,30,5,49,19,15,0,0,145,10,28,26.3
2141,DF,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1,2141,DF,35.8,10,1,1,57,0,1,51,30,0,0,183,59,38,60.8
2143,DF,34.3,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3,2143,DF,34.3,3,0,0,37,1,198,34,63,1,0,199,15,14,51.7
2146,DF,26.8,77,46,35,38,4,49,88,55.7,39,27,8,19,18,95,72,0,2146,DF,26.8,7,0,0,30,1,39,18,46,0,0,109,34,29,54.0
2148,MF,0.2,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,2148,MF,0.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0
2149,"DF,MF",10.8,19,12,11,6,2,12,20,60.0,8,14,4,10,7,26,21,0,2149,"DF,MF",10.8,3,0,0,16,0,41,7,12,0,0,50,5,9,35.7
2150,"MF,DF",16.1,45,28,11,23,11,23,42,54.8,19,32,5,27,23,68,27,0,2150,"MF,DF",16.1,1,0,0,29,0,10,23,28,1,0,102,28,30,48.3
2151,MF,21.9,45,25,15,27,3,26,42,61.9,16,29,6,23,15,60,26,1,2151,MF,21.9,4,0,0,19,0,15,15,25,0,0,115,9,13,40.9
2153,MF,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0,2153,MF,1.0,0,0,0,0,0,0,3,0,0,0,5,0,0,
2154,MF,23.8,32,18,11,15,6,14,32,43.8,18,22,6,16,22,54,36,0,2154,MF,23.8,10,1,1,33,1,10,22,18,0,0,127,16,23,41.0
2156,DF,20.9,47,23,35,8,4,22,39,56.4,17,20,8,12,15,62,83,1,2156,DF,20.9,2,0,0,21,0,68,15,23,0,0,93,25,20,55.6
2157,"DF,MF",0.5,5,3,2,2,1,1,2,50.0,1,2,0,2,0,5,0,0,2157,"DF,MF",0.5,0,0,0,2,0,1,0,3,0,0,4,1,1,50.0
2162,DF,13.2,25,22,17,7,1,14,20,70.0,6,16,8,8,17,42,39,1,2162,DF,13.2,1,0,0,10,0,0,17,22,1,0,72,45,22,67.2
2163,MF,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,2163,MF,0.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0
2164,MF,29.5,58,39,22,30,6,30,45,66.7,15,26,6,20,25,83,34,0,2164,MF,29.5,8,0,0,44,6,45,25,39,0,0,150,54,40,57.4
2165,MF,9.1,10,4,6,4,0,0,9,0.0,9,16,7,9,7,17,22,0,2165,MF,9.1,1,0,0,6,0,2,7,4,0,0,50,12,13,48.0
2167,"MF,DF",3.9,4,2,1,3,0,1,4,25.0,3,2,0,2,3,7,3,0,2167,"MF,DF",3.9,0,0,0,1,0,20,3,2,0,0,13,3,1,75.0
2168,DF,6.3,8,7,7,1,0,6,6,100.0,0,8,8,0,11,19,48,0,2168,DF,6.3,2,0,0,7,0,0,11,7,0,0,13,14,9,60.9
2171,MF,13.4,44,31,13,27,4,13,30,43.3,17,27,1,26,11,55,13,0,2171,MF,13.4,4,0,0,31,2,38,11,31,0,1,70,9,20,31.0
2173,DF,24.4,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2,2173,DF,24.4,6,1,1,32,3,2,37,23,0,0,107,123,59,67.6
2177,MF,15.8,30,16,9,12,9,11,19,57.9,8,16,5,11,14,44,12,0,2177,MF,15.8,6,0,0,16,1,131,14,16,0,0,117,12,13,48.0
2178,MF,33.0,68,41,32,29,7,37,96,38.5,59,54,13,41,44,112,44,0,2178,MF,33.0,13,0,0,42,0,14,44,41,1,0,225,29,27,51.8
2184,DF,28.0,45,30,32,11,2,27,40,67.5,13,35,30,5,41,86,156,0,2184,DF,28.0,7,1,0,27,9,2,41,30,1,1,143,80,41,66.1
2188,DF,22.9,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0,2188,DF,22.9,14,0,0,32,1,13,29,10,0,0,99,40,38,51.3
2189,"MF,DF",5.3,16,11,7,9,0,7,16,43.8,9,9,1,8,3,19,14,0,2189,"MF,DF",5.3,3,0,0,11,0,10,3,11,0,0,16,6,4,60.0
2192,DF,0.8,3,2,2,1,0,2,2,100.0,0,2,0,2,2,5,8,0,2192,DF,0.8,1,0,0,2,0,0,2,2,0,0,10,1,0,100.0
2196,"DF,MF",7.0,12,4,6,5,1,8,15,53.3,7,4,1,3,0,12,12,0,2196,"DF,MF",7.0,1,0,0,2,0,18,0,4,0,0,39,6,7,46.2
2198,DF,30.4,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2,2198,DF,30.4,6,0,0,28,4,306,27,35,0,0,169,27,20,57.4
2201,DF,16.7,20,9,13,5,2,9,18,50.0,9,23,15,8,25,45,61,2,2201,DF,16.7,4,1,1,8,1,1,25,9,2,0,79,25,19,56.8
2204,MF,14.7,29,18,9,17,3,13,31,41.9,18,19,9,10,11,40,24,0,2204,MF,14.7,6,0,0,26,0,19,11,18,0,0,72,9,13,40.9
2205,DF,4.6,13,8,6,2,5,8,17,47.1,9,10,0,10,5,18,7,0,2205,DF,4.6,3,0,0,4,3,29,5,8,0,0,21,5,9,35.7
2206,DF,12.4,45,20,26,18,1,24,40,60.0,16,23,6,17,16,61,41,1,2206,DF,12.4,4,1,0,10,1,72,16,20,1,0,75,14,20,41.2
2208,MF,31.3,46,25,10,31,5,21,43,48.8,22,26,8,18,18,64,26,0,2208,MF,31.3,8,0,0,21,1,39,18,25,0,0,136,8,18,30.8
2211,MF,23.7,61,36,28,29,4,28,55,50.9,27,61,20,41,44,105,31,1,2211,MF,23.7,2,0,0,26,2,15,44,36,0,0,171,13,26,33.3
2216,MF,22.1,30,19,14,13,3,18,36,50.0,18,32,7,25,20,50,20,0,2216,MF,22.1,4,0,0,20,2,21,20,19,0,0,125,27,26,50.9
2219,DF,24.0,35,24,17,18,0,17,27,63.0,10,23,14,9,23,58,108,0,2219,DF,24.0,1,0,0,15,1,0,23,24,1,0,110,44,38,53.7
2220,DF,24.7,32,22,24,8,0,16,31,51.6,15,25,15,10,35,67,116,5,2220,DF,24.7,6,1,0,27,1,2,35,22,0,1,124,39,17,69.6
2222,MF,26.6,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0,2222,MF,26.6,8,1,1,37,3,54,27,18,0,0,125,17,25,40.5
2223,MF,35.8,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0,2223,MF,35.8,5,0,0,34,2,60,44,51,2,0,178,39,43,47.6
2224,"DF,MF",23.3,46,28,21,22,3,20,30,66.7,10,32,12,20,27,73,109,0,2224,"DF,MF",23.3,3,0,0,12,1,1,27,28,1,0,88,61,44,58.1
2225,MF,15.0,33,23,12,18,3,10,22,45.5,12,26,5,21,15,48,30,0,2225,MF,15.0,4,0,0,30,0,13,15,23,0,0,86,17,11,60.7
2228,DF,28.2,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,2228,DF,28.2,10,0,0,32,2,130,41,48,0,0,164,29,20,59.2
2229,DF,8.4,22,13,16,5,1,15,24,62.5,9,11,3,8,11,33,26,0,2229,DF,8.4,2,0,0,10,0,8,11,13,0,0,57,11,14,44.0
2230,MF,4.1,13,7,2,9,2,6,11,54.5,5,3,1,2,5,18,2,0,2230,MF,4.1,0,0,0,10,0,9,5,7,0,0,24,6,3,66.7
2235,"DF,MF",17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,2235,"DF,MF",17.0,1,0,0,11,9,65,9,19,1,0,98,5,16,23.8
