Player Name,Rating,League,Season
"345Daniel AmarteyLeicester, 30, D(CR),DMC",6.46,Premier League,2021-2022
"346Fin StevensBrentford, 21, D(R),M(R)",6.46,Premier League,2021-2022
"347Álvaro FernándezBrentford, 26, GK",6.46,Premier League,2021-2022
"348Saman GhoddosBrentford, 31, M(CLR),FW",6.46,Premier League,2021-2022
"349Issa DiopWest Ham, 28, D(C)",6.46,Premier League,2021-2022
"350Jeremy NgakiaWatford, 24, D(LR),M(LR)",6.45,Premier League,2021-2022
"351Patson DakaLeicester, 26, FW",6.45,Premier League,2021-2022
"352Jamie ShackletonLeeds, 25, D(R),DMC,M(R)",6.45,Premier League,2021-2022
"353Marvelous NakambaAston Villa, 31, DMC",6.45,Premier League,2021-2022
"354Dan GoslingWatford, 35, D(R),M(C)",6.45,Premier League,2021-2022
"355Jack ButlandCrystal Palace, 31, GK",6.45,Premier League,2021-2022
"356Jakub ModerBrighton, 25, M(CL)",6.45,Premier League,2021-2022
"357Kiko FemeníaWatford, 34, D(LR),M(R)",6.45,Premier League,2021-2022
"358Jamaal LascellesNewcastle, 31, D(C)",6.45,Premier League,2021-2022
"359Pedro NetoWolves, 24, AM(CLR),FW",6.45,Premier League,2021-2022
"360Jannik VestergaardLeicester, 32, D(C)",6.44,Premier League,2021-2022
"361Kenny McLeanNorwich, 33, D(C),M(C)",6.44,Premier League,2021-2022
"362Miguel AlmirónNewcastle, 31, AM(CLR),FW",6.44,Premier League,2021-2022
"363Leander DendonckerWolves, 29, D(C),M(C)",6.44,Premier League,2021-2022
"364Danny RoseWatford, 34, D(L),M(L)",6.44,Premier League,2021-2022
"365Jay RodriguezBurnley, 35, AM(CLR),FW",6.44,Premier League,2021-2022
"366Daniel JamesLeeds, 27, AM(CLR),FW",6.44,Premier League,2021-2022
"367Luka MilivojevicCrystal Palace, 33, DMC",6.44,Premier League,2021-2022
"368Jóhann GudmundssonBurnley, 34, M(CLR)",6.44,Premier League,2021-2022
"369Nicolas PépéArsenal, 29, AM(CLR),FW",6.44,Premier League,2021-2022
"370Wayne HennesseyBurnley, 38, GK",6.44,Premier League,2021-2022
"371Max AaronsNorwich, 25, D(R)",6.43,Premier League,2021-2022
"372Javier ManquilloNewcastle, 30, D(CLR),M(R)",6.43,Premier League,2021-2022
"373Ezri KonsaAston Villa, 27, D(CR)",6.43,Premier League,2021-2022
"374Ashley YoungAston Villa, 39, D(LR),M(LR)",6.43,Premier League,2021-2022
"375Cole PalmerMan City, 22, AM(CR),FW",6.43,Premier League,2021-2022
"376Harry WinksTottenham, 29, DMC",6.43,Premier League,2021-2022
"377Phil JonesMan Utd, 32, D(CR),DMC",6.42,Premier League,2021-2022
"378James TomkinsCrystal Palace, 35, D(CR)",6.42,Premier League,2021-2022
"379Boubakary SoumaréLeicester, 25, DMC",6.42,Premier League,2021-2022
"380Ashley WestwoodBurnley, 34, DMC",6.42,Premier League,2021-2022
"381Steven AlzateBrighton, 26, DMC,M(L)",6.42,Premier League,2021-2022
"382Nuno TavaresArsenal, 25, D(L),M(L)",6.42,Premier League,2021-2022
"383Tim KrulNorwich, 36, GK",6.42,Premier League,2021-2022
"384Mathias JensenBrentford, 29, M(C)",6.42,Premier League,2021-2022
"385Milot RashicaNorwich, 28, AM(CLR),FW",6.42,Premier League,2021-2022
"386Bernd LenoArsenal, 32, GK",6.41,Premier League,2021-2022
"387Isaac HaydenNewcastle, 29, D(C),DMC",6.41,Premier League,2021-2022
"388Romain PerraudSouthampton, 27, D(L),M(L)",6.41,Premier League,2021-2022
"389John RuddyWolves, 38, GK",6.4,Premier League,2021-2022
"390Edinson CavaniMan Utd, 38, AM(LR),FW",6.4,Premier League,2021-2022
"391Leon BaileyAston Villa, 27, M(CLR),FW",6.4,Premier League,2021-2022
"392Billy GilmourNorwich, 23, DMC",6.39,Premier League,2021-2022
"393Tanguy NdombéléTottenham, 28, M(C)",6.39,Premier League,2021-2022
"394Matt RitchieNewcastle, 35, D(L),M(CLR)",6.39,Premier League,2021-2022
"395Jacob MurphyNewcastle, 29, D(R),M(LR)",6.39,Premier League,2021-2022
"396Adam ArmstrongSouthampton, 28, AM(CLR),FW",6.38,Premier League,2021-2022
"397Ibrahima DialloSouthampton, 25, DMC",6.38,Premier League,2021-2022
"398Sean LongstaffNewcastle, 27, DMC",6.38,Premier League,2021-2022
"399CJ Egan-RileyMan City, 22, D(CR),DMC",6.38,Premier League,2021-2022
"400Tariqe FosuBrentford, 29, M(CLR)",6.38,Premier League,2021-2022
"401Jack CorkBurnley, 35, DMC",6.38,Premier League,2021-2022
"402Takumi MinaminoLiverpool, 30, AM(CLR),FW",6.38,Premier League,2021-2022
"403Mateusz KlichLeeds, 34, M(CL)",6.37,Premier League,2021-2022
"404Christian KabaseleWatford, 33, D(C)",6.37,Premier League,2021-2022
"405LyancoSouthampton, 28, D(CR)",6.37,Premier League,2021-2022
"406Federico FernándezNewcastle, 35, D(C)",6.37,Premier League,2021-2022
"407Frank OnyekaBrentford, 27, DMC",6.37,Premier League,2021-2022
"408Craig CathcartWatford, 36, D(CR)",6.37,Premier League,2021-2022
"409Ozan KabakNorwich, 24, D(C)",6.36,Premier League,2021-2022
"410Pascal StruijkLeeds, 25, D(CL),DMC",6.36,Premier League,2021-2022
"411Robin KochLeeds, 28, D(C),DMC",6.35,Premier League,2021-2022
"412Adam IdahNorwich, 24, AM(L),FW",6.35,Premier League,2021-2022
"413Ayoze PérezLeicester, 31, AM(CLR),FW",6.35,Premier League,2021-2022
"414Ben GibsonNorwich, 32, D(CL)",6.35,Premier League,2021-2022
"415Marcus RashfordMan Utd, 27, AM(CLR),FW",6.35,Premier League,2021-2022
"416Ainsley Maitland-NilesArsenal, 27, D(LR),M(CLR)",6.35,Premier League,2021-2022
"417Shane LongSouthampton, 38, AM(LR),FW",6.34,Premier League,2021-2022
"418Morgan SansonAston Villa, 30, M(CLR)",6.34,Premier League,2021-2022
"419Jeff HendrickNewcastle, 33, M(CR)",6.34,Premier League,2021-2022
"420Jacob SørensenNorwich, 26, D(CL),DMC",6.34,Premier League,2021-2022
"421Sam GreenwoodLeeds, 23, AM(CL),FW",6.34,Premier League,2021-2022
"422Luke CundleWolves, 22, AM(C)",6.34,Premier League,2021-2022
"423Adam ForshawLeeds, 33, M(C)",6.33,Premier League,2021-2022
"424Jamal LewisNewcastle, 27, D(L),M(L)",6.33,Premier League,2021-2022
"425Matej VydraBurnley, 32, AM(CL),FW",6.33,Premier League,2021-2022
"426Anwar El GhaziAston Villa, 29, AM(LR),FW",6.33,Premier League,2021-2022
"427Tyler RobertsLeeds, 26, AM(CR),FW",6.32,Premier League,2021-2022
"428Shandon BaptisteBrentford, 26, AM(C)",6.32,Premier League,2021-2022
"429Josh SargentNorwich, 24, AM(CLR),FW",6.32,Premier League,2021-2022
"430Nampalys MendyLeicester, 32, M(C)",6.32,Premier League,2021-2022
"431Juan MataMan Utd, 36, AM(CLR)",6.31,Premier League,2021-2022
"432Peter EteboWatford, 29, M(CL),FW",6.31,Premier League,2021-2022
"433Anthony MartialMan Utd, 29, AM(LR),FW",6.31,Premier League,2021-2022
"434Tom CleverleyWatford, 35, M(CLR)",6.31,Premier League,2021-2022
"435Ki-Jana HoeverWolves, 23, D(LR),M(R)",6.31,Premier League,2021-2022
"436Donny van de BeekMan Utd, 27, M(C)",6.3,Premier League,2021-2022
"437Giovani Lo CelsoTottenham, 28, M(CR),FW",6.3,Premier League,2021-2022
"438Ken SemaWatford, 31, D(L),M(CLR)",6.29,Premier League,2021-2022
"439Bertrand TraoréAston Villa, 29, AM(R),FW",6.28,Premier League,2021-2022
"440Joe GelhardtLeeds, 22, FW",6.28,Premier League,2021-2022
"441Aaron LennonBurnley, 37, M(LR)",6.28,Premier League,2021-2022
"442Eric BaillyMan Utd, 30, D(CR)",6.28,Premier League,2021-2022
"443Jonjoe KennyEverton, 27, D(LR),M(R)",6.27,Premier League,2021-2022
"444Ben FosterWatford, 41, GK",6.27,Premier League,2021-2022
"445Mads BechBrentford, 26, D(CL)",6.27,Premier League,2021-2022
"446William Troost-EkongWatford, 31, D(C)",6.27,Premier League,2021-2022
"447Mads RoerslevBrentford, 25, D(R),M(R)",6.27,Premier League,2021-2022
"448Dele AlliEverton, 28, M(CL),FW",6.26,Premier League,2021-2022
"449Samuel KaluWatford, 27, M(CLR)",6.25,Premier League,2021-2022
"450Nathan TellaSouthampton, 25, M(CLR),FW",6.25,Premier League,2021-2022
"451Steven BergwijnTottenham, 27, AM(CLR),FW",6.25,Premier League,2021-2022
"452Willy CaballeroSouthampton, 43, GK",6.25,Premier League,2021-2022
"453Jesse LingardMan Utd, 32, AM(CLR),FW",6.24,Premier League,2021-2022
"454Lukas RuppNorwich, 34, M(CR)",6.23,Premier League,2021-2022
"455Todd CantwellNorwich, 26, AM(CLR)",6.23,Premier League,2021-2022
"456Crysencio SummervilleLeeds, 23, AM(LR)",6.23,Premier League,2021-2022
"457Mark NobleWest Ham, 37, M(C)",6.23,Premier League,2021-2022
"458Kevin LongBurnley, 34, D(C)",6.22,Premier League,2021-2022
"459Kieran DowellNorwich, 27, AM(CLR)",6.22,Premier League,2021-2022
"460Nikola VlasicWest Ham, 27, AM(CLR),FW",6.22,Premier League,2021-2022
"461Tom DaviesEverton, 26, M(C)",6.22,Premier League,2021-2022
"462Ellis SimmsEverton, 24, FW",6.21,Premier League,2021-2022
"463Ciaran ClarkNewcastle, 35, D(CL)",6.2,Premier League,2021-2022
"464Carney ChukwuemekaAston Villa, 21, AM(C)",6.2,Premier League,2021-2022
"465Dane ScarlettTottenham, 20, FW",6.2,Premier League,2021-2022
"466Przemyslaw PlachetaNorwich, 26, M(LR)",6.2,Premier League,2021-2022
"467Will SmallboneSouthampton, 24, AM(CR)",6.19,Premier League,2021-2022
"468Ashley BarnesBurnley, 35, AM(CL),FW",6.19,Premier League,2021-2022
"469Troy DeeneyWatford, 36, FW",6.19,Premier League,2021-2022
"470Charlie CresswellLeeds, 22, D(C)",6.19,Premier League,2021-2022
"471Salomón RondónEverton, 35, FW",6.19,Premier League,2021-2022
"472Moussa DjenepoSouthampton, 26, M(LR)",6.18,Premier League,2021-2022
"473Axel TuanzebeAston Villa, 27, D(CR)",6.18,Premier League,2021-2022
"474André GomesEverton, 31, M(CLR)",6.17,Premier League,2021-2022
"475Harrison AshbyWest Ham, 23, D(LR),M(R)",6.17,Premier League,2021-2022
"476Jonathan RoweNorwich, 21, AM(CLR)",6.17,Premier League,2021-2022
"477Dale StephensBurnley, 35, M(C)",6.17,Premier League,2021-2022
"478Karl DarlowNewcastle, 34, GK",6.16,Premier League,2021-2022
"479Ryan FredericksWest Ham, 32, D(R),M(R)",6.15,Premier League,2021-2022
"480Jarrad BranthwaiteEverton, 22, D(C)",6.15,Premier League,2021-2022
"481Marcus ForssBrentford, 25, AM(R),FW",6.15,Premier League,2021-2022
"482Andrii YarmolenkoWest Ham, 35, AM(CR),FW",6.15,Premier League,2021-2022
"483Bryan GilTottenham, 24, M(CLR)",6.15,Premier League,2021-2022
"484Jesurun Rak-SakyiCrystal Palace, 22, AM(R)",6.15,Premier League,2021-2022
"485Robin OlsenAston Villa, 35, GK",6.14,Premier League,2021-2022
"486Josh DasilvaBrentford, 26, M(C)",6.14,Premier League,2021-2022
"487Taylor RichardsBrighton, 24, AM(CR)",6.14,Premier League,2021-2022
"488Chem CampbellWolves, 22, AM(CLR)",6.13,Premier League,2021-2022
"489James McAteeMan City, 22, AM(CR)",6.13,Premier League,2021-2022
"490Calum ChambersArsenal, 30, D(CR),DMC",6.13,Premier League,2021-2022
"491Tyler MortonLiverpool, 22, DMC",6.13,Premier League,2021-2022
"492Jairo RiedewaldCrystal Palace, 28, D(CL),DMC",6.12,Premier League,2021-2022
"493Lewis BruntLeicester, 24, D(C),DMC",6.12,Premier League,2021-2022
"494Ryan BertrandLeicester, 35, D(CL),M(L)",6.1,Premier League,2021-2022
"495Aaron ConnollyBrighton, 25, AM(CL),FW",6.1,Premier League,2021-2022
"496Joe RodonTottenham, 27, D(C)",6.09,Premier League,2021-2022
"497Christoph ZimmermannNorwich, 32, D(C)",6.09,Premier League,2021-2022
"498KaykyMan City, 21, AM(R)",6.09,Premier League,2021-2022
"499Theo WalcottSouthampton, 35, M(CLR),FW",6.09,Premier League,2021-2022
"500Fábio SilvaWolves, 22, AM(L),FW",6.09,Premier League,2021-2022
"501Kaide GordonLiverpool, 20, AM(R)",6.08,Premier League,2021-2022
"502Sonny PerkinsWest Ham, 21, AM(R)",6.08,Premier League,2021-2022
"503Jean-Philippe GbaminEverton, 29, D(CR),DMC",6.07,Premier League,2021-2022
"504Christos TzolisNorwich, 23, AM(L)",6.06,Premier League,2021-2022
"505Mads BidstrupBrentford, 23, DMC",6.06,Premier League,2021-2022
"506Ozan TufanWatford, 29, D(R),M(CR),FW",6.06,Premier League,2021-2022
"507Ashley FletcherWatford, 29, AM(CLR),FW",6.05,Premier League,2021-2022
"508Bali MumbaNorwich, 23, D(LR),M(LR)",6.05,Premier League,2021-2022
"509Shola ShoretireMan Utd, 21, AM(C),FW",6.05,Premier League,2021-2022
"510Anwar El GhaziEverton, 29, AM(LR),FW",6.05,Premier League,2021-2022
"511Jürgen LocadiaBrighton, 31, AM(LR),FW",6.04,Premier League,2021-2022
"512Reiss NelsonArsenal, 25, M(LR)",6.04,Premier League,2021-2022
"513Cody DramehLeeds, 23, D(LR),M(R)",6.03,Premier League,2021-2022
"514EmersonChelsea, 30, D(L),M(L)",6.03,Premier League,2021-2022
"515TrézéguetAston Villa, 30, AM(LR)",6.03,Premier League,2021-2022
"516Dwight GayleNewcastle, 35, AM(LR),FW",6.02,Premier League,2021-2022
"517Tyler OnyangoEverton, 21, M(C)",6.02,Premier League,2021-2022
"518Cameron ArcherAston Villa, 23, FW",6.02,Premier League,2021-2022
"519Kasey McAteerLeicester, 23, AM(CLR)",6.01,Premier League,2021-2022
"520Dominic ThompsonBrentford, 24, D(L),M(LR)",6.01,Premier League,2021-2022
"521Jeremy SarmientoBrighton, 22, AM(CL)",6.0,Premier League,2021-2022
"522Alex KrálWest Ham, 26, M(C)",6.0,Premier League,2021-2022
"523Dan ChestersWest Ham, 22, D(R),M(R)",6.0,Premier League,2021-2022
"524Hélder CostaLeeds, 31, AM(CLR)",6.0,Premier League,2021-2022
"525Moise KeanEverton, 24, AM(LR),FW",6.0,Premier League,2021-2022
"526Nohan KennehLeeds, 22, DMC",6.0,Premier League,2021-2022
"527WesleyAston Villa, 28, FW",6.0,Premier League,2021-2022
"528Stuart McKinstryLeeds, 22, AM(L)",5.99,Premier League,2021-2022
"529Lewis DobbinEverton, 22, AM(CLR)",5.99,Premier League,2021-2022
"530Alejandro GarnachoMan Utd, 20, AM(CLR)",5.98,Premier League,2021-2022
"531Nathan FergusonCrystal Palace, 24, D(LR)",5.98,Premier League,2021-2022
"532Nathan Young-CoombesBrentford, 22, Forward",5.98,Premier League,2021-2022
"533Tony SpringettNorwich, 22, Forward",5.97,Premier League,2021-2022
"534Hannibal MejbriMan Utd, 22, AM(C)",5.97,Premier League,2021-2022
"535Cenk TosunEverton, 33, AM(LR),FW",5.96,Premier League,2021-2022
"536Jaden PhilogeneAston Villa, 23, M(LR)",5.95,Premier League,2021-2022
"537Folarin BalogunArsenal, 23, FW",5.95,Premier League,2021-2022
"538Morgan Gibbs-WhiteWolves, 25, AM(CLR),FW",5.94,Premier League,2021-2022
"539Evan FergusonBrighton, 20, FW",5.93,Premier League,2021-2022
"540Keinan DavisAston Villa, 27, FW",5.92,Premier League,2021-2022
"541Liam McCarronLeeds, 23, M(L)",5.91,Premier League,2021-2022
"542Lewis BateLeeds, 22, DMC",5.82,Premier League,2021-2022
"543Freddie WoodmanNewcastle, 27, GK",5.81,Premier League,2021-2022
"544Sead KolasinacArsenal, 31, D(CL),DMC,M(L)",5.72,Premier League,2021-2022
"545Isaac PriceEverton, 21, M(CR)",5.7,Premier League,2021-2022
"546Jonas LösslBrentford, 36, GK",5.55,Premier League,2021-2022
"547Jed SteerAston Villa, 32, GK",5.46,Premier League,2021-2022
"1Robert LewandowskiBayern, 36, FW",7.89,Bundesliga,2021-2022
"2Christopher NkunkuRB Leipzig, 27, M(CLR),FW",7.64,Bundesliga,2021-2022
"3Joshua KimmichBayern, 30, D(CR),DMC,M(R)",7.6,Bundesliga,2021-2022
"4Stefanos KapinoArminia Bielefeld, 30, GK",7.58,Bundesliga,2021-2022
"5Erling HaalandBorussia Dortmund, 24, FW",7.55,Bundesliga,2021-2022
"6Patrik SchickLeverkusen, 29, AM(R),FW",7.45,Bundesliga,2021-2022
"7Florian WirtzLeverkusen, 21, AM(CLR),FW",7.41,Bundesliga,2021-2022
"8Nico SchlotterbeckFreiburg, 25, D(C)",7.39,Bundesliga,2021-2022
"9Thomas MüllerBayern, 35, M(CLR),FW",7.34,Bundesliga,2021-2022
"10Alphonso DaviesBayern, 24, D(L),M(LR)",7.31,Bundesliga,2021-2022
"11Jonas WindWolfsburg, 26, AM(C),FW",7.31,Bundesliga,2021-2022
"12Serge GnabryBayern, 29, AM(CLR),FW",7.3,Bundesliga,2021-2022
"13Marco ReusBorussia Dortmund, 35, M(CLR),FW",7.25,Bundesliga,2021-2022
"14Jonas HofmannBorussia M.Gladbach, 32, D(R),M(CLR),FW",7.2,Bundesliga,2021-2022
"15Moussa DiabyLeverkusen, 25, M(CLR),FW",7.2,Bundesliga,2021-2022
"16Leroy SanéBayern, 29, M(CLR),FW",7.17,Bundesliga,2021-2022
"17David RaumHoffenheim, 26, D(L),M(LR)",7.16,Bundesliga,2021-2022
"18Kingsley ComanBayern, 28, M(LR),FW",7.13,Bundesliga,2021-2022
"19Jude BellinghamBorussia Dortmund, 21, M(CLR),FW",7.12,Bundesliga,2021-2022
"20Julian BrandtBorussia Dortmund, 28, M(CLR),FW",7.12,Bundesliga,2021-2022
"21Tom RotheBorussia Dortmund, 20, D(L),M(L)",7.12,Bundesliga,2021-2022
"22Filip KosticEintracht Frankfurt, 32, D(L),M(LR),FW",7.11,Bundesliga,2021-2022
"23Anthony ModesteFC Koln, 36, FW",7.11,Bundesliga,2021-2022
"24Diant RamajEintracht Frankfurt, 23, GK",7.11,Bundesliga,2021-2022
"25Vincenzo GrifoFreiburg, 31, AM(CL)",7.1,Bundesliga,2021-2022
"26Nicolas HöflerFreiburg, 34, D(C),DMC",7.09,Bundesliga,2021-2022
"27Leon GoretzkaBayern, 30, M(CR)",7.08,Bundesliga,2021-2022
"28Lucas HölerFreiburg, 30, AM(CLR),FW",7.08,Bundesliga,2021-2022
"29Sasa KalajdzicStuttgart, 27, FW",7.08,Bundesliga,2021-2022
"30Evan NdickaEintracht Frankfurt, 25, D(CL)",7.06,Bundesliga,2021-2022
"31Danilo SoaresBochum, 33, D(L),M(L)",7.06,Bundesliga,2021-2022
"32Timo HübersFC Koln, 28, D(C)",7.06,Bundesliga,2021-2022
"33Willi OrbánRB Leipzig, 32, D(C)",7.06,Bundesliga,2021-2022
"34Konstantinos MavropanosStuttgart, 27, D(CR)",7.05,Bundesliga,2021-2022
"35Josko GvardiolRB Leipzig, 23, D(CL)",7.04,Bundesliga,2021-2022
"36Max KruseUnion Berlin, 36, M(CLR),FW",7.03,Bundesliga,2021-2022
"37Jeremiah St. JusteMainz, 28, D(CR),DMC",7.03,Bundesliga,2021-2022
"38Borna SosaStuttgart, 27, D(L),M(L)",7.02,Bundesliga,2021-2022
"39Lennart GrillLeverkusen, 26, GK",7.01,Bundesliga,2021-2022
"40Mark UthFC Koln, 33, AM(CR),FW",7.0,Bundesliga,2021-2022
"41Manu KonéBorussia M.Gladbach, 23, DMC",6.99,Bundesliga,2021-2022
"42Maximilian ArnoldWolfsburg, 30, M(CR)",6.99,Bundesliga,2021-2022
"43Ellyes SkhiriFC Koln, 29, DMC",6.98,Bundesliga,2021-2022
"44Kerem DemirbayLeverkusen, 31, M(C)",6.98,Bundesliga,2021-2022
"45Dayot UpamecanoBayern, 26, D(C)",6.98,Bundesliga,2021-2022
"46Alexander HackMainz, 31, D(C)",6.97,Bundesliga,2021-2022
"47Jonas HectorFC Koln, 34, D(L),M(CL)",6.97,Bundesliga,2021-2022
"48Christopher TrimmelUnion Berlin, 37, D(CR),M(R)",6.97,Bundesliga,2021-2022
"49Benjamin HübnerHoffenheim, 35, D(C)",6.96,Bundesliga,2021-2022
"50Anthony LosillaBochum, 38, D(C),DMC",6.96,Bundesliga,2021-2022
"51AngeliñoRB Leipzig, 28, D(CL),M(L)",6.95,Bundesliga,2021-2022
"52Omar MarmoushStuttgart, 26, AM(CL),FW",6.95,Bundesliga,2021-2022
"53Jamal MusialaBayern, 21, M(CLR)",6.94,Bundesliga,2021-2022
"54Jonathan TahLeverkusen, 29, D(C)",6.94,Bundesliga,2021-2022
"55Lucas HernándezBayern, 29, D(CL)",6.94,Bundesliga,2021-2022
"56Max KruseWolfsburg, 36, M(CLR),FW",6.94,Bundesliga,2021-2022
"57Anton StachMainz, 26, D(C),M(C)",6.93,Bundesliga,2021-2022
"58Marcel HalstenbergRB Leipzig, 33, D(CL),M(L)",6.93,Bundesliga,2021-2022
"59Wataru EndoStuttgart, 32, DMC",6.93,Bundesliga,2021-2022
"60Patrick WimmerArminia Bielefeld, 23, AM(CLR),FW",6.92,Bundesliga,2021-2022
"61Alassane PléaBorussia M.Gladbach, 31, AM(CLR),FW",6.91,Bundesliga,2021-2022
"62Breel EmboloBorussia M.Gladbach, 28, AM(CR),FW",6.91,Bundesliga,2021-2022
"63Donyell MalenBorussia Dortmund, 26, AM(CLR),FW",6.9,Bundesliga,2021-2022
"64Andrej KramaricHoffenheim, 33, AM(CLR),FW",6.89,Bundesliga,2021-2022
"65Thomas MeunierBorussia Dortmund, 33, D(R),M(R)",6.88,Bundesliga,2021-2022
"66Mohamed SimakanRB Leipzig, 24, D(CR)",6.88,Bundesliga,2021-2022
"67Jeremie FrimpongLeverkusen, 24, D(R),M(R)",6.88,Bundesliga,2021-2022
"68Maximilian MittelstädtHertha Berlin, 27, D(L),M(CL)",6.88,Bundesliga,2021-2022
"69Mats HummelsBorussia Dortmund, 36, D(C)",6.88,Bundesliga,2021-2022
"70Florian KainzFC Koln, 32, M(CLR)",6.88,Bundesliga,2021-2022
"71Florian GrillitschHoffenheim, 29, D(C),M(CL)",6.87,Bundesliga,2021-2022
"72Benjamin PavardBayern, 28, D(CLR),M(R)",6.87,Bundesliga,2021-2022
"73Philipp LienhartFreiburg, 28, D(C)",6.87,Bundesliga,2021-2022
"74Emre CanBorussia Dortmund, 31, D(CLR),DMC",6.86,Bundesliga,2021-2022
"75Reece OxfordAugsburg, 26, D(C),DMC",6.86,Bundesliga,2021-2022
"76Ramy BensebainiBorussia M.Gladbach, 29, D(CL),DMC,M(L)",6.86,Bundesliga,2021-2022
"77Mahmoud DahoudBorussia Dortmund, 29, M(C)",6.85,Bundesliga,2021-2022
"78Karim OnisiwoMainz, 32, AM(CLR),FW",6.84,Bundesliga,2021-2022
"79Edmond TapsobaLeverkusen, 26, D(C)",6.84,Bundesliga,2021-2022
"80Taiwo AwoniyiUnion Berlin, 27, FW",6.84,Bundesliga,2021-2022
"81Aarón MartínMainz, 27, D(L),M(L)",6.84,Bundesliga,2021-2022
"82Maxence LacroixWolfsburg, 24, D(C)",6.83,Bundesliga,2021-2022
"83Paul JaeckelUnion Berlin, 26, D(C),DMC",6.83,Bundesliga,2021-2022
"84Chris FührichStuttgart, 27, M(CLR),FW",6.83,Bundesliga,2021-2022
"85Jamie GittensBorussia Dortmund, 20, AM(CL)",6.83,Bundesliga,2021-2022
"86Jonathan BurkardtMainz, 24, AM(CR),FW",6.82,Bundesliga,2021-2022
"87Josip BrekaloWolfsburg, 26, AM(CLR),FW",6.82,Bundesliga,2021-2022
"88Dominik SzoboszlaiRB Leipzig, 24, AM(CLR)",6.82,Bundesliga,2021-2022
"89Tony JantschkeBorussia M.Gladbach, 34, D(CR),DMC",6.82,Bundesliga,2021-2022
"90Amadou HaidaraRB Leipzig, 27, M(CLR)",6.82,Bundesliga,2021-2022
"91Raphaël GuerreiroBorussia Dortmund, 31, D(LR),M(CL)",6.82,Bundesliga,2021-2022
"92Ridle BakuWolfsburg, 26, D(R),M(CR)",6.81,Bundesliga,2021-2022
"93Niklas SüleBayern, 29, D(CR)",6.81,Bundesliga,2021-2022
"94Daniel CaligiuriAugsburg, 37, D(R),M(CLR),FW",6.81,Bundesliga,2021-2022
"95Manuel RiemannBochum, 36, GK",6.81,Bundesliga,2021-2022
"96Lukas KüblerFreiburg, 32, D(CLR),M(R)",6.8,Bundesliga,2021-2022
"97Sheraldo BeckerUnion Berlin, 30, AM(CLR),FW",6.8,Bundesliga,2021-2022
"98Lukás HrádeckyLeverkusen, 35, GK",6.8,Bundesliga,2021-2022
"99Denis ZakariaBorussia M.Gladbach, 28, D(C),DMC",6.8,Bundesliga,2021-2022
