Player Name,Rating,League,Season
"346Nayef AguerdWest Ham, 28, D(C)",6.42,Premier League,2023-2024
"347Yasser LarouciSheff Utd, 24, D(L),M(L)",6.41,Premier League,2023-2024
"348Bobby De Cordova-ReidFulham, 32, D(R),M(CLR),FW",6.41,Premier League,2023-2024
"349Philippe CoutinhoAston Villa, 32, M(CLR)",6.41,Premier League,2023-2024
"350Mikkel DamsgaardBrentford, 24, AM(CL)",6.41,Premier League,2023-2024
"351JorginhoArsenal, 33, DMC",6.41,Premier League,2023-2024
"352Nathan PattersonEverton, 23, D(R),M(R)",6.41,Premier League,2023-2024
"353Ashley YoungEverton, 39, D(LR),M(LR)",6.4,Premier League,2023-2024
"354Lloyd KellyBournemouth, 26, D(CL)",6.4,Premier League,2023-2024
"355Fábio VieiraArsenal, 24, AM(CR),FW",6.4,Premier League,2023-2024
"356Billy GilmourBrighton, 23, DMC",6.39,Premier League,2023-2024
"357Hannibal MejbriMan Utd, 22, AM(C)",6.39,Premier League,2023-2024
"358Radu DragusinTottenham, 23, D(C)",6.39,Premier League,2023-2024
"359Lisandro MartínezMan Utd, 27, D(CL),DMC",6.39,Premier League,2023-2024
"360Rodrigo BentancurTottenham, 27, M(C)",6.39,Premier League,2023-2024
"361Adama TraoréFulham, 29, M(CLR),FW",6.39,Premier League,2023-2024
"362James McAteeSheff Utd, 22, AM(CR)",6.38,Premier League,2023-2024
"363Matt DohertyWolves, 33, D(CLR),M(LR)",6.38,Premier League,2023-2024
"364Clément LengletAston Villa, 29, D(C)",6.38,Premier League,2023-2024
"365Aymeric LaporteMan City, 30, D(CL)",6.37,Premier League,2023-2024
"366Marvelous NakambaLuton, 31, DMC",6.37,Premier League,2023-2024
"367Diego CarlosAston Villa, 31, D(C)",6.36,Premier League,2023-2024
"368Christian EriksenMan Utd, 33, M(CLR),FW",6.36,Premier League,2023-2024
"369Moussa NiakhatéNottingham Forest, 28, D(CL)",6.36,Premier League,2023-2024
"370Jordan ClarkLuton, 31, M(CLR)",6.36,Premier League,2023-2024
"371Jack RobinsonSheff Utd, 31, D(CL),M(L)",6.36,Premier League,2023-2024
"372Séamus ColemanEverton, 36, D(CR),M(R)",6.36,Premier League,2023-2024
"373Sasa LukicFulham, 28, M(C)",6.36,Premier League,2023-2024
"374Enes ÜnalBournemouth, 27, FW",6.36,Premier League,2023-2024
"375Matheus NunesMan City, 26, D(R),M(CLR)",6.35,Premier League,2023-2024
"376Giovanni ReynaNottingham Forest, 22, AM(CLR)",6.35,Premier League,2023-2024
"377Shandon BaptisteBrentford, 26, AM(C)",6.35,Premier League,2023-2024
"378Owen BeckLiverpool, 22, D(L),M(L)",6.35,Premier League,2023-2024
"379Emile Smith RoweArsenal, 24, AM(CL)",6.35,Premier League,2023-2024
"380Nuno TavaresNottingham Forest, 25, D(L),M(L)",6.35,Premier League,2023-2024
"381Sasa KalajdzicWolves, 27, FW",6.35,Premier League,2023-2024
"382Kevin SchadeBrentford, 23, AM(LR),FW",6.35,Premier League,2023-2024
"383Chris BashamSheff Utd, 36, D(CR),M(CR)",6.35,Premier League,2023-2024
"384Tahith ChongLuton, 25, M(CLR),FW",6.34,Premier League,2023-2024
"385Auston TrustySheff Utd, 26, D(CL)",6.34,Premier League,2023-2024
"386Harrison ReedFulham, 30, D(R),M(CR)",6.34,Premier League,2023-2024
"387Andros TownsendLuton, 33, AM(CLR),FW",6.34,Premier League,2023-2024
"388Max LoweSheff Utd, 27, D(CLR),M(L)",6.34,Premier League,2023-2024
"389Carlos BalebaBrighton, 21, DMC",6.33,Premier League,2023-2024
"390George EarthyWest Ham, 20, Midfielder",6.33,Premier League,2023-2024
"391Armando BrojaChelsea, 23, FW",6.32,Premier League,2023-2024
"392Jhon DuránAston Villa, 21, FW",6.32,Premier League,2023-2024
"393FelipeNottingham Forest, 35, D(C)",6.32,Premier League,2023-2024
"394Pierre-Emile HøjbjergTottenham, 29, M(C)",6.32,Premier League,2023-2024
"395Jean-Ricner BellegardeWolves, 26, M(CLR)",6.32,Premier League,2023-2024
"396BetoEverton, 27, FW",6.32,Premier League,2023-2024
"397Anthony MartialMan Utd, 29, AM(LR),FW",6.32,Premier League,2023-2024
"398Tariq LampteyBrighton, 24, D(LR),M(R)",6.32,Premier League,2023-2024
"399Mason MountMan Utd, 26, M(CLR)",6.32,Premier League,2023-2024
"400Brennan JohnsonNottingham Forest, 23, AM(CLR),FW",6.32,Premier League,2023-2024
"401Mahmoud DahoudBrighton, 29, M(C)",6.32,Premier League,2023-2024
"402Angelo OgbonnaWest Ham, 36, D(C)",6.31,Premier League,2023-2024
"403Oliver NorwoodSheff Utd, 33, M(C)",6.31,Premier League,2023-2024
"404Aaron HickeyBrentford, 22, D(LR),M(LR)",6.31,Premier League,2023-2024
"405Facundo PellistriMan Utd, 23, AM(R)",6.31,Premier League,2023-2024
"406James HillBournemouth, 23, D(CR)",6.31,Premier League,2023-2024
"407James SheaLuton, 33, GK",6.31,Premier League,2023-2024
"408VitinhoBurnley, 25, D(LR),M(LR)",6.31,Premier League,2023-2024
"409Jesurun Rak-SakyiCrystal Palace, 22, AM(R)",6.31,Premier League,2023-2024
"410Michael ObafemiBurnley, 24, FW",6.31,Premier League,2023-2024
"411Tommy DoyleWolves, 23, M(C)",6.3,Premier League,2023-2024
"412Santiago BuenoWolves, 26, D(C)",6.3,Premier League,2023-2024
"413Hamed TraoréBournemouth, 25, AM(CLR)",6.3,Premier League,2023-2024
"414Matz SelsNottingham Forest, 32, GK",6.3,Premier League,2023-2024
"415Jay RodriguezBurnley, 35, AM(CLR),FW",6.29,Premier League,2023-2024
"416Andrew OmobamideleNottingham Forest, 22, D(C)",6.29,Premier League,2023-2024
"417Loris KariusNewcastle, 31, GK",6.29,Premier League,2023-2024
"418Joe WorrallNottingham Forest, 28, D(C)",6.28,Premier League,2023-2024
"419Anel AhmedhodzicSheff Utd, 25, D(C)",6.28,Premier League,2023-2024
"420David BrooksBournemouth, 27, AM(CR)",6.28,Premier League,2023-2024
"421Ryan GilesLuton, 25, D(L),M(LR)",6.28,Premier League,2023-2024
"422Kalvin PhillipsMan City, 29, D(C),DMC",6.27,Premier League,2023-2024
"423Hjalmar EkdalBurnley, 26, D(C)",6.27,Premier League,2023-2024
"424Carney ChukwuemekaChelsea, 21, AM(C)",6.27,Premier League,2023-2024
"425Ivo GrbicSheff Utd, 29, GK",6.27,Premier League,2023-2024
"426Yehor YarmoliukBrentford, 20, M(C)",6.27,Premier League,2023-2024
"427Cauley WoodrowLuton, 30, AM(C),FW",6.26,Premier League,2023-2024
"428Lewis DobbinEverton, 22, AM(CLR)",6.26,Premier League,2023-2024
"429Luke ThomasSheff Utd, 23, D(L),M(L)",6.26,Premier League,2023-2024
"430Aaron RamsdaleArsenal, 26, GK",6.26,Premier League,2023-2024
"431Josh AcheampongChelsea, 18, Defender",6.26,Premier League,2023-2024
"432Roméo LaviaChelsea, 21, DMC",6.26,Premier League,2023-2024
"433Ansu FatiBrighton, 22, AM(L),FW",6.26,Premier League,2023-2024
"434Max AaronsBournemouth, 25, D(R)",6.25,Premier League,2023-2024
"435Jadon SanchoMan Utd, 24, AM(CLR)",6.25,Premier League,2023-2024
"436Odysseas VlachodimosNottingham Forest, 30, GK",6.25,Premier League,2023-2024
"437Sofyan AmrabatMan Utd, 28, D(L),DMC",6.24,Premier League,2023-2024
"438Saman GhoddosBrentford, 31, M(CLR),FW",6.24,Premier League,2023-2024
"439Sergio GómezMan City, 24, D(L),M(CLR)",6.24,Premier League,2023-2024
"440Hugo BuenoWolves, 22, D(L),M(L)",6.24,Premier League,2023-2024
"441Nicolò ZanioloAston Villa, 25, AM(CLR),FW",6.24,Premier League,2023-2024
"442Michael KeaneEverton, 32, D(CR)",6.24,Premier League,2023-2024
"443Arnaut DanjumaEverton, 28, AM(L),FW",6.23,Premier League,2023-2024
"444Ben JohnsonWest Ham, 25, D(CLR),M(LR)",6.23,Premier League,2023-2024
"445Pablo FornalsWest Ham, 28, M(CLR)",6.23,Premier League,2023-2024
"446Jakub ModerBrighton, 25, M(CL)",6.23,Premier League,2023-2024
"447Matheus FrançaCrystal Palace, 20, FW",6.22,Premier League,2023-2024
"448Ethan NwaneriArsenal, 17, Midfielder",6.22,Premier League,2023-2024
"449André GomesEverton, 31, M(CLR)",6.22,Premier League,2023-2024
"450Luke BerryLuton, 32, AM(C)",6.22,Premier League,2023-2024
"451Leander DendonckerAston Villa, 29, D(C),M(C)",6.21,Premier League,2023-2024
"452Divock OrigiNottingham Forest, 29, AM(LR),FW",6.21,Premier League,2023-2024
"453Carlos ViníciusFulham, 29, FW",6.21,Premier League,2023-2024
"454Fodé Ballo-TouréFulham, 28, D(L),M(L)",6.21,Premier League,2023-2024
"455Dan BentleyWolves, 31, GK",6.21,Premier League,2023-2024
"456Kieffer MooreBournemouth, 32, FW",6.21,Premier League,2023-2024
"457Oliver SkippTottenham, 24, DMC",6.2,Premier League,2023-2024
"458Jason SteeleBrighton, 34, GK",6.2,Premier League,2023-2024
"459Lesley UgochukwuChelsea, 20, DMC",6.2,Premier League,2023-2024
"460Valentín BarcoBrighton, 20, D(L),M(L)",6.2,Premier League,2023-2024
"461Eric DierTottenham, 31, D(CR),DMC",6.2,Premier League,2023-2024
"462Boubacar TraoréWolves, 23, DMC",6.2,Premier League,2023-2024
"463Hannes DelcroixBurnley, 25, D(CL)",6.19,Premier League,2023-2024
"464Andre BrooksSheff Utd, 21, AM(CR)",6.19,Premier League,2023-2024
"465Nathan FraserWolves, 19, Forward",6.19,Premier League,2023-2024
"466Danny IngsWest Ham, 32, AM(C),FW",6.19,Premier League,2023-2024
"467Reiss NelsonArsenal, 25, M(LR)",6.19,Premier League,2023-2024
"468Alfie GilchristChelsea, 21, D(R)",6.18,Premier League,2023-2024
"469Cesare CasadeiChelsea, 22, DMC",6.18,Premier League,2023-2024
"470Calum ChambersAston Villa, 30, D(CR),DMC",6.18,Premier League,2023-2024
"471Omari ForsonMan Utd, 20, Forward",6.18,Premier League,2023-2024
"472Adam LallanaBrighton, 36, M(CLR)",6.17,Premier League,2023-2024
"473Stefan BajceticLiverpool, 20, M(C)",6.17,Premier League,2023-2024
"474Ben OsbornSheff Utd, 30, D(L),M(CLR)",6.17,Premier League,2023-2024
"475Mohamed ElnenyArsenal, 32, DMC",6.16,Premier League,2023-2024
"476Jairo RiedewaldCrystal Palace, 28, D(CL),DMC",6.16,Premier League,2023-2024
"477Maxwel CornetWest Ham, 28, D(L),M(LR),FW",6.16,Premier League,2023-2024
"478John EganSheff Utd, 32, D(C)",6.16,Premier League,2023-2024
"479Mike TrésorBurnley, 25, AM(CLR)",6.16,Premier League,2023-2024
"480Alejo VélizTottenham, 21, FW",6.15,Premier League,2023-2024
"481Joe RothwellBournemouth, 30, M(CL)",6.14,Premier League,2023-2024
"482Odeluga OffiahBrighton, 22, D(CR)",6.14,Premier League,2023-2024
"483Bryan GilTottenham, 24, M(CLR)",6.14,Premier League,2023-2024
"484Aaron CresswellWest Ham, 35, D(CL),M(L)",6.13,Premier League,2023-2024
"485David OzohCrystal Palace, 19, DMC",6.12,Premier League,2023-2024
"486Ameen Al DakhilBurnley, 22, D(C)",6.11,Premier League,2023-2024
"487Youssef ChermitiEverton, 20, FW",6.11,Premier League,2023-2024
"488Josh DasilvaBrentford, 26, M(C)",6.11,Premier League,2023-2024
"489Daiki HashiokaLuton, 25, D(CR),M(R)",6.11,Premier League,2023-2024
"490Fred OnyedinmaLuton, 28, M(CLR),FW",6.11,Premier League,2023-2024
"491Bobby ClarkLiverpool, 20, M(C)",6.1,Premier League,2023-2024
"492Cheikhou KouyatéNottingham Forest, 35, D(CR),DMC",6.1,Premier League,2023-2024
"493Cédric SoaresArsenal, 33, D(LR),M(R)",6.1,Premier League,2023-2024
"494Tawanda ChirewaWolves, 21, Midfielder",6.1,Premier League,2023-2024
"495Manuel BensonBurnley, 27, AM(LR),FW",6.09,Premier League,2023-2024
"496Tim IroegbunamAston Villa, 21, M(C)",6.09,Premier League,2023-2024
"497Mason HolgateSheff Utd, 28, D(CR),DMC,M(R)",6.09,Premier League,2023-2024
"498Alex MurphyNewcastle, 20, Defender",6.09,Premier League,2023-2024
"499Nathan RedmondBurnley, 30, AM(CLR),FW",6.08,Premier League,2023-2024
"500Naouirou AhamadaCrystal Palace, 22, M(C)",6.08,Premier League,2023-2024
"501Ian MaatsenChelsea, 22, D(L),M(CLR)",6.08,Premier League,2023-2024
"502Remi MatthewsCrystal Palace, 31, GK",6.08,Premier League,2023-2024
"503Tyrone MingsAston Villa, 31, D(CL)",6.08,Premier League,2023-2024
"504Leon ChiwomeWolves, 19, Forward",6.08,Premier League,2023-2024
"505Pelly Ruddock MpanzuLuton, 30, M(C)",6.08,Premier League,2023-2024
"506Matt RitchieNewcastle, 35, D(L),M(CLR)",6.07,Premier League,2023-2024
"507Michael OlakigbeBrentford, 20, AM(LR)",6.06,Premier League,2023-2024
"508Han-Noah MassengoBurnley, 23, M(C)",6.06,Premier League,2023-2024
"509Aaron RamseyBurnley, 22, AM(CL)",6.06,Premier League,2023-2024
"510Armando BrojaFulham, 23, FW",6.05,Premier League,2023-2024
"511JonnyWolves, 30, D(CLR),M(LR)",6.05,Premier League,2023-2024
"512Divin MubamaWest Ham, 20, Forward",6.04,Premier League,2023-2024
"513Ethan WheatleyMan Utd, 19, Forward",6.04,Premier League,2023-2024
"514James TomkinsCrystal Palace, 35, D(CR)",6.04,Premier League,2023-2024
"515Sydie PeckSheff Utd, 20, DMC",6.04,Premier League,2023-2024
"516Fábio SilvaWolves, 22, AM(L),FW",6.04,Premier League,2023-2024
"517Jack CorkBurnley, 35, DMC",6.04,Premier League,2023-2024
"518Romain FaivreBournemouth, 26, AM(CLR)",6.03,Premier League,2023-2024
"519Deivid WashingtonChelsea, 19, FW",6.03,Premier League,2023-2024
"520Jayden DannsLiverpool, 19, Forward",6.03,Premier League,2023-2024
"521Joe WhiteNewcastle, 22, AM(C)",6.03,Premier League,2023-2024
"522Zack NelsonLuton, 19, Midfielder",6.03,Premier League,2023-2024
"523Jaidon AnthonyBournemouth, 25, AM(LR)",6.03,Premier League,2023-2024
"524James McConnellLiverpool, 20, Midfielder",6.02,Premier League,2023-2024
"525Donny van de BeekMan Utd, 27, M(C)",6.02,Premier League,2023-2024
"526Dane ScarlettTottenham, 20, FW",6.02,Premier League,2023-2024
"527Rodrigo RibeiroNottingham Forest, 19, FW",6.01,Premier League,2023-2024
"528Connor RobertsBurnley, 29, D(LR),M(R)",6.01,Premier League,2023-2024
"529Bénie TraoréSheff Utd, 22, Forward",6.01,Premier League,2023-2024
"530Benicio Baker-BoaiteyBrighton, 21, Midfielder",6.01,Premier League,2023-2024
"531Anis Ben SlimaneSheff Utd, 23, AM(C)",6.01,Premier League,2023-2024
"532Thilo KehrerWest Ham, 28, D(CLR),M(R)",6.01,Premier League,2023-2024
"533William OsulaSheff Utd, 21, FW",6.0,Premier League,2023-2024
"534Alex MatosChelsea, 20, DMC",6.0,Premier League,2023-2024
"535Amadou DialloNewcastle, 22, Forward",6.0,Premier League,2023-2024
"536Daniel GoreMan Utd, 20, Midfielder",6.0,Premier League,2023-2024
"537Dominic SadiBournemouth, 21, M(CR)",6.0,Premier League,2023-2024
"538Enso GonzálezWolves, 20, Forward",6.0,Premier League,2023-2024
"539Finley MunroeAston Villa, 20, Defender",6.0,Premier League,2023-2024
"540James McAteeMan City, 22, AM(CR)",6.0,Premier League,2023-2024
"541Jamie DonleyTottenham, 20, AM(C)",6.0,Premier League,2023-2024
"542Jimi TauriainenChelsea, 20, Midfielder",6.0,Premier League,2023-2024
"543Kaelan CaseyWest Ham, 20, Defender",6.0,Premier League,2023-2024
"544Kaide GordonLiverpool, 20, AM(R)",6.0,Premier League,2023-2024
"545Kaine Kesler-HaydenAston Villa, 22, D(LR),M(LR)",6.0,Premier League,2023-2024
"546Lewis WarringtonEverton, 22, DMC",6.0,Premier League,2023-2024
"547Marcus BettinelliChelsea, 32, GK",6.0,Premier League,2023-2024
"548Marek RodákFulham, 28, GK",6.0,Premier League,2023-2024
"549Michael NdiweniNewcastle, 21, Forward",6.0,Premier League,2023-2024
"550Thomas CannonEverton, 22, FW",6.0,Premier League,2023-2024
"551Tyler OnyangoEverton, 21, M(C)",6.0,Premier League,2023-2024
"552Myles Peart-HarrisBrentford, 22, AM(CLR),FW",6.0,Premier League,2023-2024
"553Willy KambwalaMan Utd, 20, D(C)",6.0,Premier League,2023-2024
"554Cole PalmerMan City, 22, AM(CR),FW",5.99,Premier League,2023-2024
"555Neal MaupayEverton, 28, AM(C),FW",5.99,Premier League,2023-2024
"556Mikey MooreTottenham, 17, AM(R)",5.99,Premier League,2023-2024
"557Andrey SantosNottingham Forest, 20, DMC",5.98,Premier League,2023-2024
"558Bertrand TraoréAston Villa, 29, AM(R),FW",5.98,Premier League,2023-2024
"559John FleckSheff Utd, 33, DMC",5.98,Premier League,2023-2024
"560Mark O’MahonyBrighton, 20, FW",5.95,Premier League,2023-2024
"561Ben DoakLiverpool, 19, AM(R)",5.95,Premier League,2023-2024
"562Mason BurstowChelsea, 21, AM(L),FW",5.95,Premier League,2023-2024
"563Sam CurtisSheff Utd, 19, D(R)",5.95,Premier League,2023-2024
"564Tom DaviesSheff Utd, 26, M(C)",5.95,Premier League,2023-2024
"565Omari KellymanAston Villa, 19, Midfielder",5.94,Premier League,2023-2024
"566Rhys Norrington-DaviesSheff Utd, 25, D(CL),M(L)",5.94,Premier League,2023-2024
"567Rhian BrewsterSheff Utd, 24, AM(C),FW",5.93,Premier League,2023-2024
"568Paul DummettNewcastle, 33, D(CL)",5.92,Premier League,2023-2024
"569Antwoine HackfordSheff Utd, 20, FW",5.92,Premier League,2023-2024
"570Jaden PhilogeneAston Villa, 23, M(LR)",5.91,Premier League,2023-2024
"571Matt TargettNewcastle, 29, D(L),M(L)",5.91,Premier League,2023-2024
"572Kalvin PhillipsWest Ham, 29, D(C),DMC",5.89,Premier League,2023-2024
"573Ben ParkinsonNewcastle, 19, Forward",5.89,Premier League,2023-2024
"574Brandon AguileraNottingham Forest, 21, AM(C)",5.89,Premier League,2023-2024
"575Cameron ArcherAston Villa, 23, FW",5.89,Premier League,2023-2024
"576Daniel JebbisonSheff Utd, 21, FW",5.89,Premier League,2023-2024
"577Thiago AlcântaraLiverpool, 33, M(C)",5.89,Premier League,2023-2024
"578Anass ZarouryBurnley, 24, AM(CL),FW",5.85,Premier League,2023-2024
"579Ryan OnéSheff Utd, 18, Forward",5.81,Premier League,2023-2024
"580Joe JohnsonLuton, 18, Defender",5.79,Premier League,2023-2024
"581Luke HarrisFulham, 19, AM(C)",5.73,Premier League,2023-2024
"582Andrei RaduBournemouth, 27, GK",5.7,Premier League,2023-2024
"1Harry KaneBayern, 31, AM(C),FW",7.82,Bundesliga,2023-2024
"2Serhou GuirassyStuttgart, 28, AM(L),FW",7.73,Bundesliga,2023-2024
"3Leroy SanéBayern, 29, M(CLR),FW",7.68,Bundesliga,2023-2024
"4Jamal MusialaBayern, 21, M(CLR)",7.65,Bundesliga,2023-2024
"5Álex GrimaldoLeverkusen, 29, D(L),M(L)",7.58,Bundesliga,2023-2024
"6Xavi SimonsRB Leipzig, 21, AM(CLR),FW",7.58,Bundesliga,2023-2024
"7Florian WirtzLeverkusen, 21, AM(CLR),FW",7.5,Bundesliga,2023-2024
"8Victor BonifaceLeverkusen, 24, FW",7.49,Bundesliga,2023-2024
"9Nadiem AmiriMainz, 28, M(CLR)",7.47,Bundesliga,2023-2024
"10Deniz UndavStuttgart, 28, AM(C),FW",7.45,Bundesliga,2023-2024
"11Fabian BredlowStuttgart, 29, GK",7.38,Bundesliga,2023-2024
"12Matej KovárLeverkusen, 24, GK",7.33,Bundesliga,2023-2024
"13Exequiel PalaciosLeverkusen, 26, M(C)",7.32,Bundesliga,2023-2024
"14Jan-Niklas BesteFC Heidenheim, 26, D(L),M(CLR)",7.32,Bundesliga,2023-2024
"15Loïs OpendaRB Leipzig, 25, AM(C),FW",7.32,Bundesliga,2023-2024
"16Maximilian MittelstädtStuttgart, 27, D(L),M(CL)",7.28,Bundesliga,2023-2024
"17David RaumRB Leipzig, 26, D(L),M(LR)",7.2,Bundesliga,2023-2024
"18Kevin StögerBochum, 31, M(CL)",7.19,Bundesliga,2023-2024
"19Dani OlmoRB Leipzig, 26, AM(CLR),FW",7.17,Bundesliga,2023-2024
"20Andrej KramaricHoffenheim, 33, AM(CLR),FW",7.17,Bundesliga,2023-2024
"21Chris FührichStuttgart, 27, M(CLR),FW",7.15,Bundesliga,2023-2024
"22Alphonso DaviesBayern, 24, D(L),M(LR)",7.13,Bundesliga,2023-2024
"23Kingsley ComanBayern, 28, M(LR),FW",7.13,Bundesliga,2023-2024
"24Granit XhakaLeverkusen, 32, D(L),M(C)",7.13,Bundesliga,2023-2024
"25Joshua KimmichBayern, 30, D(CR),DMC,M(R)",7.13,Bundesliga,2023-2024
"26Omar MarmoushEintracht Frankfurt, 26, AM(CL),FW",7.11,Bundesliga,2023-2024
"27Jonas HofmannLeverkusen, 32, D(R),M(CLR),FW",7.11,Bundesliga,2023-2024
"28Kjell-Arik WätjenBorussia Dortmund, 19, Midfielder",7.1,Bundesliga,2023-2024
"29Donyell MalenBorussia Dortmund, 26, AM(CLR),FW",7.1,Bundesliga,2023-2024
"30Jens GrahlEintracht Frankfurt, 36, GK",7.1,Bundesliga,2023-2024
"31Milos PantovicUnion Berlin, 28, AM(CLR)",7.09,Bundesliga,2023-2024
"32Leon GoretzkaBayern, 30, M(CR)",7.08,Bundesliga,2023-2024
"33Alexander SchwolowUnion Berlin, 32, GK",7.08,Bundesliga,2023-2024
"34Jeremie FrimpongLeverkusen, 24, D(R),M(R)",7.08,Bundesliga,2023-2024
"35Tim KleindienstFC Heidenheim, 29, FW",7.06,Bundesliga,2023-2024
"36Amadou HaidaraRB Leipzig, 27, M(CLR)",7.06,Bundesliga,2023-2024
"37Anton StachHoffenheim, 26, D(C),M(C)",7.05,Bundesliga,2023-2024
"38Anton StachMainz, 26, D(C),M(C)",7.05,Bundesliga,2023-2024
"39Jadon SanchoBorussia Dortmund, 24, AM(CLR)",7.05,Bundesliga,2023-2024
"40Angelo StillerStuttgart, 23, DMC",7.04,Bundesliga,2023-2024
"41Sepp van den BergMainz, 23, D(CR),M(R)",7.04,Bundesliga,2023-2024
"42Julian BrandtBorussia Dortmund, 28, M(CLR),FW",7.03,Bundesliga,2023-2024
"43Min-Jae KimBayern, 28, D(C)",7.03,Bundesliga,2023-2024
"44Mitchell WeiserWerder Bremen, 30, D(R),M(CR)",7.01,Bundesliga,2023-2024
"45Ian MaatsenBorussia Dortmund, 22, D(L),M(CLR)",7.01,Bundesliga,2023-2024
"46Franck HonoratBorussia M.Gladbach, 28, M(LR),FW",7.0,Bundesliga,2023-2024
"47Patrick MainkaFC Heidenheim, 30, D(C)",7.0,Bundesliga,2023-2024
"48Nico SchlotterbeckBorussia Dortmund, 25, D(C)",6.99,Bundesliga,2023-2024
"49Jonas WindWolfsburg, 26, AM(C),FW",6.98,Bundesliga,2023-2024
"50Benjamin HenrichsRB Leipzig, 27, D(LR),DMC,M(LR)",6.98,Bundesliga,2023-2024
"51Ermedin DemirovicAugsburg, 26, AM(CL),FW",6.98,Bundesliga,2023-2024
"52Maximilian BeierHoffenheim, 22, AM(LR),FW",6.98,Bundesliga,2023-2024
"53Marvin DuckschWerder Bremen, 30, AM(C),FW",6.96,Bundesliga,2023-2024
"54Jonathan TahLeverkusen, 29, D(C)",6.96,Bundesliga,2023-2024
"55Waldemar AntonStuttgart, 28, D(CR),DMC",6.96,Bundesliga,2023-2024
"56Niclas FüllkrugBorussia Dortmund, 32, FW",6.96,Bundesliga,2023-2024
"57Josip StanisicLeverkusen, 24, D(CR),M(R)",6.94,Bundesliga,2023-2024
"58Enzo MillotStuttgart, 22, M(CR)",6.94,Bundesliga,2023-2024
"59Ritsu DoanFreiburg, 26, M(CLR),FW",6.93,Bundesliga,2023-2024
"60Xaver SchlagerRB Leipzig, 27, M(C)",6.93,Bundesliga,2023-2024
"61Oliver BaumannHoffenheim, 34, GK",6.92,Bundesliga,2023-2024
