,Player Name,Rating,League,Season,Squad
847,Nils Petersen,6.42,Bundesliga,2021-2022,Freiburg
848,Sebastian Griesbeck,6.42,Bundesliga,2021-2022,Greuther Fuerth
849,Tyler AdamsR,6.41,Bundesliga,2021-2022,B Leipzig
850,Stefan Lainer,6.41,Bundesliga,2021-2022,Borussia M Gladbach
851,Jorge MeréF,6.41,Bundesliga,2021-2022,C Koln
852,Manuel Gulde,6.41,Bundesliga,2021-2022,Freiburg
853,Philipp Förster,6.41,Bundesliga,2021-2022,Stuttgart
854,Lucas Alario,6.4,Bundesliga,2021-2022,Leverkusen
855,Fabian Kunze,6.4,Bundesliga,2021-2022,Arminia Bielefeld
856,Maximilian Philipp,6.4,Bundesliga,2021-2022,Wolfsburg
857,Paul Seguin,6.4,Bundesliga,2021-2022,Greuther Fuerth
858,Florian Müller,6.4,Bundesliga,2021-2022,Stuttgart
859,Philipp Pentke,6.4,Bundesliga,2021-2022,Hoffenheim
860,Mads Pedersen,6.4,Bundesliga,2021-2022,Augsburg
861,Renato Steffen,6.39,Bundesliga,2021-2022,Wolfsburg
862,Nick Viergever,6.39,Bundesliga,2021-2022,Greuther Fuerth
863,Robert Gumny,6.39,Bundesliga,2021-2022,Augsburg
864,Herbert Bockhorn,6.39,Bundesliga,2021-2022,Bochum
865,Felix Passlack,6.39,Bundesliga,2021-2022,Borussia Dortmund
866,Marin Pongracic,6.39,Bundesliga,2021-2022,Borussia Dortmund
867,Sascha Burchert,6.38,Bundesliga,2021-2022,Greuther Fuerth
868,Dominique Heintz,6.38,Bundesliga,2021-2022,Union Berlin
869,Sebastian AnderssonF,6.38,Bundesliga,2021-2022,C Koln
870,Patrick Herrmann,6.38,Bundesliga,2021-2022,Borussia M Gladbach
871,Marcel Sabitzer,6.38,Bundesliga,2021-2022,Bayern
872,Justin Hoogma,6.38,Bundesliga,2021-2022,Greuther Fuerth
873,Jeremy Dudziak,6.38,Bundesliga,2021-2022,Greuther Fuerth
874,Edimilson Fernandes,6.38,Bundesliga,2021-2022,Arminia Bielefeld
875,Dodi Lukébakio,6.37,Bundesliga,2021-2022,Hertha Berlin
876,Roberto Massimo,6.37,Bundesliga,2021-2022,Stuttgart
877,Jeff ChabotF,6.37,Bundesliga,2021-2022,C Koln
878,Ajdin Hrustic,6.37,Bundesliga,2021-2022,Eintracht Frankfurt
879,Andreas Voglsammer,6.37,Bundesliga,2021-2022,Union Berlin
880,Tobias Strobl,6.37,Bundesliga,2021-2022,Augsburg
881,Hans Nunoo Sarpei,6.36,Bundesliga,2021-2022,Greuther Fuerth
882,Timothy Chandler,6.36,Bundesliga,2021-2022,Eintracht Frankfurt
883,Marcus Ingvartsen,6.36,Bundesliga,2021-2022,Mainz
884,Mike van der Hoorn,6.36,Bundesliga,2021-2022,Arminia Bielefeld
885,Sebastian Rudy,6.36,Bundesliga,2021-2022,Hoffenheim
886,Marcel Lotka,6.36,Bundesliga,2021-2022,Hertha Berlin
887,Jetro Willems,6.36,Bundesliga,2021-2022,Greuther Fuerth
888,Sven Michel,6.35,Bundesliga,2021-2022,Union Berlin
889,Kevin Behrens,6.35,Bundesliga,2021-2022,Union Berlin
890,Patrick Osterhage,6.34,Bundesliga,2021-2022,Bochum
891,András Schäfer,6.34,Bundesliga,2021-2022,Union Berlin
892,Dominique Heintz,6.34,Bundesliga,2021-2022,Freiburg
893,Marcus Ingvartsen,6.34,Bundesliga,2021-2022,Union Berlin
894,Márton Dárdai,6.34,Bundesliga,2021-2022,Hertha Berlin
895,Davie Selke,6.34,Bundesliga,2021-2022,Hertha Berlin
896,Bryan Lasme,6.33,Bundesliga,2021-2022,Arminia Bielefeld
897,Havard Nielsen,6.33,Bundesliga,2021-2022,Greuther Fuerth
898,Marwin Hitz,6.33,Bundesliga,2021-2022,Borussia Dortmund
899,Jannes HornF,6.33,Bundesliga,2021-2022,C Koln
900,Keven Schlotterbeck,6.33,Bundesliga,2021-2022,Freiburg
901,Janni Serra,6.33,Bundesliga,2021-2022,Arminia Bielefeld
902,Jens Petter Hauge,6.33,Bundesliga,2021-2022,Eintracht Frankfurt
903,Kevin Vogt,6.33,Bundesliga,2021-2022,Hoffenheim
904,Marco John,6.33,Bundesliga,2021-2022,Hoffenheim
905,Gonçalo Paciência,6.31,Bundesliga,2021-2022,Eintracht Frankfurt
906,Danny da Costa,6.31,Bundesliga,2021-2022,Eintracht Frankfurt
907,Christoph Kramer,6.31,Bundesliga,2021-2022,Borussia M Gladbach
908,Tobias Raschl,6.3,Bundesliga,2021-2022,Greuther Fuerth
909,Kevin Stöger,6.3,Bundesliga,2021-2022,Mainz
910,Cedric Itten,6.3,Bundesliga,2021-2022,Greuther Fuerth
911,Janik Haberer,6.3,Bundesliga,2021-2022,Freiburg
912,Ermedin Demirovic,6.3,Bundesliga,2021-2022,Freiburg
913,Wahid Faghir,6.3,Bundesliga,2021-2022,Stuttgart
914,Linus Gechter,6.3,Bundesliga,2021-2022,Hertha Berlin
915,Malik Tillman,6.3,Bundesliga,2021-2022,Bayern
916,Mijat Gacinovic,6.3,Bundesliga,2021-2022,Hoffenheim
917,Raphael Framberger,6.29,Bundesliga,2021-2022,Augsburg
918,Daley Sinkgraven,6.29,Bundesliga,2021-2022,Leverkusen
919,Louis SchaubF,6.29,Bundesliga,2021-2022,C Koln
920,Fredrik Jensen,6.29,Bundesliga,2021-2022,Augsburg
921,Daniel Didavi,6.29,Bundesliga,2021-2022,Stuttgart
922,Håvard Nordtveit,6.29,Bundesliga,2021-2022,Hoffenheim
923,Andi Zeqiri,6.29,Bundesliga,2021-2022,Augsburg
924,Krzysztof Piatek,6.29,Bundesliga,2021-2022,Hertha Berlin
925,Almamy Touré,6.28,Bundesliga,2021-2022,Eintracht Frankfurt
926,Mateo Klimowicz,6.28,Bundesliga,2021-2022,Stuttgart
927,Maximilian Bauer,6.28,Bundesliga,2021-2022,Greuther Fuerth
928,Jacob Bruun Larsen,6.28,Bundesliga,2021-2022,Hoffenheim
929,Tanguy Coulibaly,6.27,Bundesliga,2021-2022,Stuttgart
930,Felix Uduokhai,6.27,Bundesliga,2021-2022,Augsburg
931,Deyovaisio Zeefuik,6.27,Bundesliga,2021-2022,Hertha Berlin
932,Timothy Fosu-MensahLeverkusen,6.27,Bundesliga,2021-2022,
933,Gonzalo Castro,6.27,Bundesliga,2021-2022,Arminia Bielefeld
934,Niklas Tauer,6.27,Bundesliga,2021-2022,Mainz
935,Soma Novothny,6.27,Bundesliga,2021-2022,Bochum
936,Kevin-Prince Boateng,6.26,Bundesliga,2021-2022,Hertha Berlin
937,Christopher Antwi-AdjeiBochum,6.26,Bundesliga,2021-2022,
938,Jurgen Ekkelenkamp,6.26,Bundesliga,2021-2022,Hertha Berlin
939,David Nemeth,6.26,Bundesliga,2021-2022,Mainz
940,Vincent Vermeij,6.25,Bundesliga,2021-2022,Freiburg
941,Robert Skov,6.25,Bundesliga,2021-2022,Hoffenheim
942,Kingsley SchindlerF,6.25,Bundesliga,2021-2022,C Koln
943,Nadiem Amiri,6.25,Bundesliga,2021-2022,Leverkusen
944,Sargis Adamyan,6.25,Bundesliga,2021-2022,Hoffenheim
945,Hwang Hee-ChanRB Leipzig,6.25,Bundesliga,2021-2022,
946,Tim LemperleF,6.24,Bundesliga,2021-2022,C Koln
947,Erik Thommy,6.24,Bundesliga,2021-2022,Stuttgart
948,Nikolas Nartey,6.24,Bundesliga,2021-2022,Stuttgart
949,Andrey Lunev,6.24,Bundesliga,2021-2022,Leverkusen
950,Lucas Copado,6.24,Bundesliga,2021-2022,Bayern
951,László Bénes,6.24,Bundesliga,2021-2022,Borussia M Gladbach
952,Sam Lammers,6.24,Bundesliga,2021-2022,Eintracht Frankfurt
953,Tomás OstrákF,6.24,Bundesliga,2021-2022,C Koln
954,Ádám Szalai,6.24,Bundesliga,2021-2022,Mainz
955,Lukas Klünter,6.23,Bundesliga,2021-2022,Hertha Berlin
956,Noah KatterbachF,6.23,Bundesliga,2021-2022,C Koln
957,Ricardo Pepi,6.22,Bundesliga,2021-2022,Augsburg
958,Myziane Maolida,6.22,Bundesliga,2021-2022,Hertha Berlin
959,Cimo Röcker,6.22,Bundesliga,2021-2022,Hertha Berlin
960,Sven Ulreich,6.22,Bundesliga,2021-2022,Bayern
961,Carlos Gruezo,6.22,Bundesliga,2021-2022,Augsburg
962,Hugo NovoaR,6.21,Bundesliga,2021-2022,B Leipzig
963,Noah Sarenren Bazee,6.21,Bundesliga,2021-2022,Augsburg
964,Robin Hack,6.21,Bundesliga,2021-2022,Arminia Bielefeld
965,Enzo Millot,6.21,Bundesliga,2021-2022,Stuttgart
966,Gabriel Vidovic,6.2,Bundesliga,2021-2022,Bayern
967,George Bello,6.2,Bundesliga,2021-2022,Arminia Bielefeld
968,Iker Bravo,6.2,Bundesliga,2021-2022,Leverkusen
969,Ragnar Ache,6.2,Bundesliga,2021-2022,Eintracht Frankfurt
970,Levin ztunali,6.2,Bundesliga,2021-2022,Union Berlin
971,Julian Baumgartlinger,6.19,Bundesliga,2021-2022,Leverkusen
972,Kiliann Sildillia,6.19,Bundesliga,2021-2022,Freiburg
973,Marcel SabitzerR,6.19,Bundesliga,2021-2022,B Leipzig
974,Luca Waldschmidt,6.19,Bundesliga,2021-2022,Wolfsburg
975,Florian Krüger,6.18,Bundesliga,2021-2022,Arminia Bielefeld
976,Ansgar Knauff,6.18,Bundesliga,2021-2022,Borussia Dortmund
977,Stefan Ilsanker,6.18,Bundesliga,2021-2022,Eintracht Frankfurt
978,Julian Eitschberger,6.18,Bundesliga,2021-2022,Hertha Berlin
979,Lennard Maloney,6.18,Bundesliga,2021-2022,Borussia Dortmund
980,Jan Morávek,6.18,Bundesliga,2021-2022,Augsburg
981,Daniel Brosinski,6.17,Bundesliga,2021-2022,Mainz
982,Felix Nmecha,6.17,Bundesliga,2021-2022,Wolfsburg
983,Dennis Jastrzembski,6.17,Bundesliga,2021-2022,Hertha Berlin
984,Brian BrobbeyR,6.17,Bundesliga,2021-2022,B Leipzig
985,Keanan Bennetts,6.17,Bundesliga,2021-2022,Borussia M Gladbach
986,Luca Wollschläger,6.16,Bundesliga,2021-2022,Hertha Berlin
987,Saulo Decarli,6.16,Bundesliga,2021-2022,Bochum
988,Sergio Córdova,6.16,Bundesliga,2021-2022,Augsburg
989,Fredrik Bjørkan,6.16,Bundesliga,2021-2022,Hertha Berlin
990,Anton Kade,6.15,Bundesliga,2021-2022,Hertha Berlin
991,Finn Dahmen,6.15,Bundesliga,2021-2022,Mainz
992,Yannik Keitel,6.14,Bundesliga,2021-2022,Freiburg
993,Baptiste Santamaría,6.14,Bundesliga,2021-2022,Freiburg
994,Dickson Abiama,6.14,Bundesliga,2021-2022,Greuther Fuerth
995,Zidan Sertdemir,6.13,Bundesliga,2021-2022,Leverkusen
996,Julian Green,6.13,Bundesliga,2021-2022,Greuther Fuerth
997,Burak Ince,6.13,Bundesliga,2021-2022,Arminia Bielefeld
998,Ömer Beyaz,6.13,Bundesliga,2021-2022,Stuttgart
999,Justin Che,6.12,Bundesliga,2021-2022,Hoffenheim
1000,Youssoufa Moukoko,6.12,Bundesliga,2021-2022,Borussia Dortmund
1001,Paul Nebel,6.12,Bundesliga,2021-2022,Mainz
1002,Solomon BonnahR,6.11,Bundesliga,2021-2022,B Leipzig
1003,Alexis Tibidi,6.11,Bundesliga,2021-2022,Stuttgart
1004,Simon Asta,6.1,Bundesliga,2021-2022,Greuther Fuerth
1005,Paul Wanner,6.1,Bundesliga,2021-2022,Bayern
1006,Keita Endo,6.09,Bundesliga,2021-2022,Union Berlin
1007,Kevin Möhwald,6.09,Bundesliga,2021-2022,Union Berlin
1008,Nathan De Medina,6.09,Bundesliga,2021-2022,Arminia Bielefeld
1009,Lasse Günther,6.08,Bundesliga,2021-2022,Augsburg
1010,Cedric Teuchert,6.08,Bundesliga,2021-2022,Union Berlin
1011,Anthony Ujah,6.08,Bundesliga,2021-2022,Union Berlin
1012,Kasim Adams,6.08,Bundesliga,2021-2022,Hoffenheim
1013,Silvere Ganvoula,6.07,Bundesliga,2021-2022,Bochum
1014,Mohamed Sankoh,6.07,Bundesliga,2021-2022,Stuttgart
1015,Afimico Pululu,6.07,Bundesliga,2021-2022,Greuther Fuerth
1016,Joel Pohjanpalo,6.07,Bundesliga,2021-2022,Leverkusen
1017,Ilaix MoribaR,6.07,Bundesliga,2021-2022,B Leipzig
1018,Adrian Fein,6.06,Bundesliga,2021-2022,Greuther Fuerth
1019,Reinier,6.06,Bundesliga,2021-2022,Borussia Dortmund
1020,Javairô Dilrosun,6.06,Bundesliga,2021-2022,Hertha Berlin
1021,Luis Hartwig,6.06,Bundesliga,2021-2022,Bochum
1022,Kevin Paredes,6.06,Bundesliga,2021-2022,Wolfsburg
1023,Mathias OlesenF,6.05,Bundesliga,2021-2022,C Koln
1024,Tarsis Bonga,6.05,Bundesliga,2021-2022,Bochum
1025,Philipp TschaunerR,6.05,Bundesliga,2021-2022,B Leipzig
1026,Tobias Sippel,6.05,Bundesliga,2021-2022,Borussia M Gladbach
1027,Silas Katompa Mvumpa,6.05,Bundesliga,2021-2022,Stuttgart
1028,Admir Mehmedi,6.04,Bundesliga,2021-2022,Wolfsburg
1029,Bartosz Bialek,6.04,Bundesliga,2021-2022,Wolfsburg
1030,Matej Maglica,6.04,Bundesliga,2021-2022,Stuttgart
1031,Sebastian Griesbeck,6.04,Bundesliga,2021-2022,Union Berlin
1032,Torben Müsel,6.04,Bundesliga,2021-2022,Borussia M Gladbach
1033,Omar Marmoush,6.03,Bundesliga,2021-2022,Wolfsburg
1034,Umut Tohumcu,6.03,Bundesliga,2021-2022,Hoffenheim
1035,Noah haupt,6.03,Bundesliga,2021-2022,Freiburg
1036,Merveille Papela,6.03,Bundesliga,2021-2022,Mainz
1037,Abdourahmane Barry,6.03,Bundesliga,2021-2022,Greuther Fuerth
1038,Chris Richards,6.02,Bundesliga,2021-2022,Bayern
1039,Christian Früchtl,6.02,Bundesliga,2021-2022,Bayern
1040,Daniel Ginczek,6.02,Bundesliga,2021-2022,Wolfsburg
1041,Lilian Egloff,6.01,Bundesliga,2021-2022,Stuttgart
1042,Marten Winkler,6.01,Bundesliga,2021-2022,Hertha Berlin
1043,Conor Noss,6.01,Bundesliga,2021-2022,Borussia M Gladbach
1044,Ermin Bicakcic,6.0,Bundesliga,2021-2022,Hoffenheim
1045,Immanuël Pherai,6.0,Bundesliga,2021-2022,Borussia Dortmund
1046,Lion Semic,6.0,Bundesliga,2021-2022,Borussia Dortmund
1047,Luca Kilian,6.0,Bundesliga,2021-2022,Mainz
1048,Naouirou Ahamada,6.0,Bundesliga,2021-2022,Stuttgart
1049,Nils Seufert,6.0,Bundesliga,2021-2022,Greuther Fuerth
1050,Romario Rösch,6.0,Bundesliga,2021-2022,Mainz
1051,Stephan Fürstner,6.0,Bundesliga,2021-2022,Mainz
1052,Panagiotis Retsos,6.0,Bundesliga,2021-2022,Leverkusen
1053,Fisnik Asllani,5.99,Bundesliga,2021-2022,Hoffenheim
1054,Lee Dong-JunHertha Berlin,5.99,Bundesliga,2021-2022,
1055,Sidney RaebigerR,5.98,Bundesliga,2021-2022,B Leipzig
1056,Tom Bischof,5.98,Bundesliga,2021-2022,Hoffenheim
1057,Gideon Jung,5.96,Bundesliga,2021-2022,Greuther Fuerth
1058,Marius Funk,5.96,Bundesliga,2021-2022,Greuther Fuerth
1059,Joscha WoszR,5.95,Bundesliga,2021-2022,B Leipzig
1060,Lennart Czyborra,5.89,Bundesliga,2021-2022,Arminia Bielefeld
1061,Antonios Papadopoulos,5.88,Bundesliga,2021-2022,Borussia Dortmund
1062,Thomas Delaney,5.88,Bundesliga,2021-2022,Borussia Dortmund
1063,Josep MartínezR,5.86,Bundesliga,2021-2022,B Leipzig
1064,Roman Bürki,5.85,Bundesliga,2021-2022,Borussia Dortmund
1065,Robert Tesche,5.82,Bundesliga,2021-2022,Bochum
1066,Jens Grahl,5.81,Bundesliga,2021-2022,Eintracht Frankfurt
1067,Hugo Siquet,5.74,Bundesliga,2021-2022,Freiburg
1068,Nick Proschwitz,5.73,Bundesliga,2021-2022,Hoffenheim
1069,Benjamin Uphoff,5.1,Bundesliga,2021-2022,Freiburg
1070,Kike Hermoso,7.77,La Liga,2021-2022,Real Betis
1071,Karim Benzema,7.69,La Liga,2021-2022,Real Madrid
1072,Vinícius Júnior,7.56,La Liga,2021-2022,Real Madrid
1073,Ousmane Dembélé,7.46,La Liga,2021-2022,Barcelona
1074,Miguel Gutiérrez,7.44,La Liga,2021-2022,Real Madrid
1075,Gerard Moreno,7.44,La Liga,2021-2022,Villarreal
1076,Nabil Fekir,7.38,La Liga,2021-2022,Real Betis
1077,Andrii Lunin,7.32,La Liga,2021-2022,Real Madrid
1078,Casemiro,7.26,La Liga,2021-2022,Real Madrid
1079,Joselu,7.25,La Liga,2021-2022,Deportivo Alaves
1080,Vedat Muriqi,7.22,La Liga,2021-2022,Mallorca
1081,Iker Muniain,7.19,La Liga,2021-2022,Athletic Club
1082,Iago Aspas,7.19,La Liga,2021-2022,Celta Vigo
1083,Dani Parejo,7.17,La Liga,2021-2022,Villarreal
1084,John Donald,7.17,La Liga,2021-2022,Elche
1085,Mikel Merino,7.16,La Liga,2021-2022,Real Sociedad
1086,Antoine Griezmann,7.15,La Liga,2021-2022,Barcelona
1087,Pedri,7.12,La Liga,2021-2022,Barcelona
1088,Memphis Depay,7.1,La Liga,2021-2022,Barcelona
1089,Yannick Carrasco,7.08,La Liga,2021-2022,Atletico
1090,Sergio Busquets,7.05,La Liga,2021-2022,Barcelona
1091,Dani Alves,7.03,La Liga,2021-2022,Barcelona
1092,Raúl de Tomás,7.02,La Liga,2021-2022,Espanyol
1093,Luka Modric,7.01,La Liga,2021-2022,Real Madrid
1094,Javi Galán,7.01,La Liga,2021-2022,Celta Vigo
1095,Rubén Alcaraz,7.01,La Liga,2021-2022,Cadiz
1096,Mathías Olivera,7.0,La Liga,2021-2022,Getafe
1097,Óscar Trejo,7.0,La Liga,2021-2022,Rayo Vallecano
1098,Gonçalo Guedes,6.99,La Liga,2021-2022,Valencia
1099,Jordi Alba,6.99,La Liga,2021-2022,Barcelona
1100,Toni Kroos,6.98,La Liga,2021-2022,Real Madrid
1101,Gabriel Paulista,6.98,La Liga,2021-2022,Valencia
1102,Pierre-Emerick Aubameyang,6.98,La Liga,2021-2022,Barcelona
1103,Éder Militão,6.97,La Liga,2021-2022,Real Madrid
1104,Ferland Mendy,6.96,La Liga,2021-2022,Real Madrid
1105,Étienne Capoue,6.96,La Liga,2021-2022,Villarreal
1106,José Luis Morales,6.96,La Liga,2021-2022,Levante
1107,Marcos Acuña,6.96,La Liga,2021-2022,Sevilla
1108,Marc Bartra,6.95,La Liga,2021-2022,Real Betis
1109,Iñigo Martínez,6.94,La Liga,2021-2022,Athletic Club
1110,Abde Ezzalzouli,6.94,La Liga,2021-2022,Barcelona
1111,Juan Foyth,6.94,La Liga,2021-2022,Villarreal
1112,David García,6.94,La Liga,2021-2022,Osasuna
1113,Enes nal,6.94,La Liga,2021-2022,Getafe
1114,Sergio Canales,6.94,La Liga,2021-2022,Real Betis
1115,Martín Montoya,6.94,La Liga,2021-2022,Real Betis
1116,Pablo Maffeo,6.93,La Liga,2021-2022,Mallorca
1117,Jesús Vallejo,6.93,La Liga,2021-2022,Real Madrid
1118,Mauro Arambarri,6.93,La Liga,2021-2022,Getafe
1119,Juanmi,6.93,La Liga,2021-2022,Real Betis
1120,Gerard Piqué,6.93,La Liga,2021-2022,Barcelona
1121,Carlos Soler,6.93,La Liga,2021-2022,Valencia
1122,Martin Braithwaite,6.93,La Liga,2021-2022,Barcelona
1123,Guido Rodríguez,6.92,La Liga,2021-2022,Real Betis
1124,Lucas Torró,6.92,La Liga,2021-2022,Osasuna
1125,Álex Moreno,6.92,La Liga,2021-2022,Real Betis
1126,Mathew Ryan,6.92,La Liga,2021-2022,Real Sociedad
1127,Jules Koundé,6.92,La Liga,2021-2022,Sevilla
1128,Arnaut Danjuma,6.91,La Liga,2021-2022,Villarreal
1129,Frenkie de Jong,6.91,La Liga,2021-2022,Barcelona
1130,João Félix,6.91,La Liga,2021-2022,Atletico
1131,Lucas Boyé,6.91,La Liga,2021-2022,Elche
1132,Mikel Oyarzabal,6.9,La Liga,2021-2022,Real Sociedad
1133,David Silva,6.9,La Liga,2021-2022,Real Sociedad
1134,Giovani Lo Celso,6.89,La Liga,2021-2022,Villarreal
1135,Marco Asensio,6.89,La Liga,2021-2022,Real Madrid
1136,Yuri Berchiche,6.89,La Liga,2021-2022,Athletic Club
1137,Ferran Torres,6.88,La Liga,2021-2022,Barcelona
1138,Germán Pezzella,6.87,La Liga,2021-2022,Real Betis
1139,Héctor Bellerín,6.87,La Liga,2021-2022,Real Betis
1140,Ilias Akhomach,6.87,La Liga,2021-2022,Barcelona
1141,Alfonso Pedraza,6.86,La Liga,2021-2022,Villarreal
1142,Robin Le Normand,6.86,La Liga,2021-2022,Real Sociedad
1143,Érik Lamela,6.86,La Liga,2021-2022,Sevilla
1144,Pau Torres,6.86,La Liga,2021-2022,Villarreal
1145,Santi Comesaña,6.86,La Liga,2021-2022,Rayo Vallecano
1146,Dani Carvajal,6.85,La Liga,2021-2022,Real Madrid
1147,Sergi Darder,6.85,La Liga,2021-2022,Espanyol
1148,Oier,6.85,La Liga,2021-2022,Espanyol
1149,Ronald Araujo,6.84,La Liga,2021-2022,Barcelona
1150,Luis Milla,6.84,La Liga,2021-2022,Granada
1151,Brais Méndez,6.83,La Liga,2021-2022,Celta Vigo
1152,Ivan Rakitic,6.83,La Liga,2021-2022,Sevilla
1153,José María Giménez,6.82,La Liga,2021-2022,Atletico
1154,Eduardo Camavinga,6.82,La Liga,2021-2022,Real Madrid
1155,Yeray lvarez,6.82,La Liga,2021-2022,Athletic Club
1156,Alfonso Espino,6.82,La Liga,2021-2022,Cadiz
1157,Santi Mina,6.82,La Liga,2021-2022,Celta Vigo
1158,Geoffrey Kondogbia,6.81,La Liga,2021-2022,Atletico
1159,Julen Agirrezabala,6.81,La Liga,2021-2022,Athletic Club
1160,Saúl íguez,6.81,La Liga,2021-2022,Atletico
1161,Álvaro García,6.81,La Liga,2021-2022,Rayo Vallecano
1162,Thomas Lemar,6.8,La Liga,2021-2022,Atletico
1163,Rodrigo De Paul,6.8,La Liga,2021-2022,Atletico
1164,Conan Ledesma,6.8,La Liga,2021-2022,Cadiz
1165,Dani Vivian,6.8,La Liga,2021-2022,Athletic Club
1166,Antoine Griezmann,6.8,La Liga,2021-2022,Atletico
1167,Stefan Savic,6.8,La Liga,2021-2022,Atletico
1168,William Carvalho,6.8,La Liga,2021-2022,Real Betis
1169,Alejandro Catena,6.8,La Liga,2021-2022,Rayo Vallecano
1170,Thibaut Courtois,6.79,La Liga,2021-2022,Real Madrid
1171,Omar Alderete,6.79,La Liga,2021-2022,Valencia
1172,Oussama Idrissi,6.79,La Liga,2021-2022,Cadiz
1173,Kevin Vázquez,6.79,La Liga,2021-2022,Celta Vigo
1174,Gavi,6.79,La Liga,2021-2022,Barcelona
1175,Rafinha,6.78,La Liga,2021-2022,Real Sociedad
1176,Samuel Chukwueze,6.78,La Liga,2021-2022,Villarreal
1177,Nacho Vidal,6.78,La Liga,2021-2022,Osasuna
1178,Denis Suárez,6.78,La Liga,2021-2022,Celta Vigo
1179,Diego López,6.78,La Liga,2021-2022,Espanyol
1180,Alex Berenguer,6.78,La Liga,2021-2022,Athletic Club
1181,Cristiano Piccini,6.77,La Liga,2021-2022,Valencia
1182,Edgar Badia,6.77,La Liga,2021-2022,Elche
1183,Aritz Elustondo,6.77,La Liga,2021-2022,Real Sociedad
1184,Reinildo,6.77,La Liga,2021-2022,Atletico
1185,Lucas Ocampos,6.76,La Liga,2021-2022,Sevilla
1186,Óscar De Marcos,6.76,La Liga,2021-2022,Athletic Club
1187,Yassine Bounou,6.76,La Liga,2021-2022,Sevilla
1188,Juan Miranda,6.76,La Liga,2021-2022,Real Betis
1189,Sergiño Dest,6.76,La Liga,2021-2022,Barcelona
1190,Federico Valverde,6.76,La Liga,2021-2022,Real Madrid
1191,Ante Budimir,6.76,La Liga,2021-2022,Osasuna
1192,Martín Zubimendi,6.76,La Liga,2021-2022,Real Sociedad
1193,José Campaña,6.75,La Liga,2021-2022,Levante
1194,David Alaba,6.75,La Liga,2021-2022,Real Madrid
1195,Diego Carlos,6.75,La Liga,2021-2022,Sevilla
1196,Edgar González,6.74,La Liga,2021-2022,Real Betis
1197,Diego Rico,6.74,La Liga,2021-2022,Real Sociedad
1198,Adama Traoré,6.74,La Liga,2021-2022,Barcelona
1199,Sergio Asenjo,6.74,La Liga,2021-2022,Villarreal
1200,Leandro Cabrera,6.74,La Liga,2021-2022,Espanyol
1201,Álvaro Negredo,6.74,La Liga,2021-2022,Cadiz
1202,Darwin Machís,6.73,La Liga,2021-2022,Granada
1203,Luís Maximiano,6.73,La Liga,2021-2022,Granada
1204,Dani Rodríguez,6.73,La Liga,2021-2022,Mallorca
1205,Lucas Vázquez,6.73,La Liga,2021-2022,Real Madrid
1206,Papu Gómez,6.73,La Liga,2021-2022,Sevilla
1207,Alexander Isak,6.73,La Liga,2021-2022,Real Sociedad
1208,Carlos Akapo,6.72,La Liga,2021-2022,Cadiz
1209,Víctor Ruiz,6.72,La Liga,2021-2022,Real Betis
1210,Stole Dimitrievski,6.72,La Liga,2021-2022,Rayo Vallecano
1211,Jorge Cuenca,6.72,La Liga,2021-2022,Getafe
1212,Manu Trigueros,6.72,La Liga,2021-2022,Villarreal
1213,Iñaki Williams,6.71,La Liga,2021-2022,Athletic Club
1214,Sergio Herrera,6.71,La Liga,2021-2022,Osasuna
1215,Gerónimo Rulli,6.71,La Liga,2021-2022,Villarreal
1216,Jorge Molina,6.71,La Liga,2021-2022,Granada
1217,Giorgi Mamardashvili,6.71,La Liga,2021-2022,Valencia
1218,Franco Cervi,6.71,La Liga,2021-2022,Celta Vigo
1219,Mamadou Loum,6.7,La Liga,2021-2022,Deportivo Alaves
1220,Marcelo,6.7,La Liga,2021-2022,Real Madrid
1221,Marko Dmitrovic,6.7,La Liga,2021-2022,Sevilla
1222,Rubén García,6.7,La Liga,2021-2022,Osasuna
1223,Antonio Blanco,6.7,La Liga,2021-2022,Real Madrid
1224,Álex Remiro,6.7,La Liga,2021-2022,Real Sociedad
1225,Ansu Fati,6.7,La Liga,2021-2022,Barcelona
1226,Jorge de Frutos,6.7,La Liga,2021-2022,Levante
1227,Adri Embarba,6.69,La Liga,2021-2022,Espanyol
1228,Thomas Delaney,6.69,La Liga,2021-2022,Sevilla
1229,Damián Suárez,6.69,La Liga,2021-2022,Getafe
1230,Fernando,6.69,La Liga,2021-2022,Sevilla
1231,Johan Mojica,6.69,La Liga,2021-2022,Elche
1232,Marcelo Saracchi,6.69,La Liga,2021-2022,Levante
1233,Lucas Olaza,6.69,La Liga,2021-2022,Elche
1234,Helibelton Palacios,6.69,La Liga,2021-2022,Elche
1235,Nahuel Tenaglia,6.68,La Liga,2021-2022,Deportivo Alaves
1236,Adrià Pedrosa,6.68,La Liga,2021-2022,Espanyol
1237,Luis Suárez,6.68,La Liga,2021-2022,Granada
1238,Jesús Corona,6.68,La Liga,2021-2022,Sevilla
1239,Rui Silva,6.68,La Liga,2021-2022,Real Betis
1240,Lucas Pérez,6.68,La Liga,2021-2022,Cadiz
1241,Oihan Sancet,6.68,La Liga,2021-2022,Athletic Club
1242,Íñigo Ruíz de Galarreta,6.68,La Liga,2021-2022,Mallorca
1243,Borja Mayoral,6.68,La Liga,2021-2022,Getafe
1244,Gonzalo Escalante,6.67,La Liga,2021-2022,Deportivo Alaves
