,Player Name,Rating,League,Season,Squad
2513,Jean-Kévin Duverne,6.66,Ligue 1,2021-2022,Brest
2514,Habib Maïga,6.65,Ligue 1,2021-2022,Metz
2515,Didier Lamkel Zé,6.65,Ligue 1,2021-2022,Metz
2516,Khéphren Thuram,6.65,Ligue 1,2021-2022,Nice
2517,Elbasan Rashani,6.65,Ligue 1,2021-2022,Clermont Foot
2518,Kevin Gameiro,6.65,Ligue 1,2021-2022,Strasbourg
2519,Haris Belkebla,6.64,Ligue 1,2021-2022,Brest
2520,Alberth Elis,6.64,Ligue 1,2021-2022,Bordeaux
2521,Johan Gastien,6.64,Ligue 1,2021-2022,Clermont Foot
2522,Léo Dubois,6.63,Ligue 1,2021-2022,Lyon
2523,Renaud Ripart,6.63,Ligue 1,2021-2022,Troyes
2524,Jason Berthomier,6.63,Ligue 1,2021-2022,Clermont Foot
2525,Dan Ndoye,6.63,Ligue 1,2021-2022,Nice
2526,Marco Bizot,6.63,Ligue 1,2021-2022,Brest
2527,El Bilal Touré,6.63,Ligue 1,2021-2022,Reims
2528,Jordan Ferri,6.62,Ligue 1,2021-2022,Montpellier
2529,Damien Da Silva,6.62,Ligue 1,2021-2022,Lyon
2530,Matz Sels,6.62,Ligue 1,2021-2022,Strasbourg
2531,Mihailo Ristic,6.62,Ligue 1,2021-2022,Montpellier
2532,Loïc Badé,6.62,Ligue 1,2021-2022,Rennes
2533,Junior Mwanga,6.62,Ligue 1,2021-2022,Bordeaux
2534,Jonas Martin,6.62,Ligue 1,2021-2022,Rennes
2535,Mickaël Nadé,6.62,Ligue 1,2021-2022,Saint Etienne
2536,Bamba Dieng,6.61,Ligue 1,2021-2022,Marseille
2537,Hicham Boudaoui,6.61,Ligue 1,2021-2022,Nice
2538,Lucas da Cunha,6.61,Ligue 1,2021-2022,Nice
2539,Xavier Chavalerin,6.61,Ligue 1,2021-2022,Troyes
2540,Erik Palmer-BrownTroyes,6.61,Ligue 1,2021-2022,
2541,Birger Meling,6.61,Ligue 1,2021-2022,Rennes
2542,Souleyman Doumbia,6.61,Ligue 1,2021-2022,Angers
2543,Jordan Amavi,6.61,Ligue 1,2021-2022,Marseille
2544,Alexander Nübel,6.61,Ligue 1,2021-2022,Monaco
2545,Ibrahim Amadou,6.61,Ligue 1,2021-2022,Metz
2546,Paul Lasne,6.61,Ligue 1,2021-2022,Brest
2547,Toma Basic,6.61,Ligue 1,2021-2022,Bordeaux
2548,Duje Caleta-CarMarseille,6.6,Ligue 1,2021-2022,
2549,Lucas da Cunha,6.6,Ligue 1,2021-2022,Clermont Foot
2550,Yoann Salmier,6.6,Ligue 1,2021-2022,Troyes
2551,Florent Mollet,6.6,Ligue 1,2021-2022,Montpellier
2552,Jens Cajuste,6.6,Ligue 1,2021-2022,Reims
2553,Dogan Alemdar,6.6,Ligue 1,2021-2022,Rennes
2554,Thiago Mendes,6.59,Ligue 1,2021-2022,Lyon
2555,Jérémy Morel,6.59,Ligue 1,2021-2022,Lorient
2556,Bonke Innocent,6.59,Ligue 1,2021-2022,Lorient
2557,Maxime Busi,6.59,Ligue 1,2021-2022,Reims
2558,Pau López,6.59,Ligue 1,2021-2022,Marseille
2559,Jean-Louis Leca,6.59,Ligue 1,2021-2022,Lens
2560,Wuilker Fariñez,6.59,Ligue 1,2021-2022,Lens
2561,Arnaud Souquet,6.59,Ligue 1,2021-2022,Montpellier
2562,Ibrahima Koné,6.59,Ligue 1,2021-2022,Lorient
2563,Ismaël Traoré,6.59,Ligue 1,2021-2022,Angers
2564,Ivo Grbic,6.58,Ligue 1,2021-2022,Lille
2565,Kamory Doumbia,6.58,Ligue 1,2021-2022,Reims
2566,Arkadiusz Milik,6.58,Ligue 1,2021-2022,Marseille
2567,Paul Bernardoni,6.58,Ligue 1,2021-2022,Angers
2568,Warmed Omari,6.58,Ligue 1,2021-2022,Rennes
2569,Yohann Magnin,6.58,Ligue 1,2021-2022,Clermont Foot
2570,Jérôme Boateng,6.58,Ligue 1,2021-2022,Lyon
2571,Tristan Dingomé,6.58,Ligue 1,2021-2022,Troyes
2572,Jessy Moulin,6.58,Ligue 1,2021-2022,Troyes
2573,Javairô Dilrosun,6.57,Ligue 1,2021-2022,Bordeaux
2574,Terem Moffi,6.57,Ligue 1,2021-2022,Lorient
2575,Kasper Dolberg,6.57,Ligue 1,2021-2022,Nice
2576,Moreto Cassamá,6.57,Ligue 1,2021-2022,Reims
2577,Nicolas Cozza,6.57,Ligue 1,2021-2022,Montpellier
2578,Adrien Truffert,6.56,Ligue 1,2021-2022,Rennes
2579,Gauthier Gallon,6.56,Ligue 1,2021-2022,Troyes
2580,Thomas Delaine,6.56,Ligue 1,2021-2022,Metz
2581,Thilo Kehrer,6.56,Ligue 1,2021-2022,Paris S-G
2582,Ilan Kebbal,6.56,Ligue 1,2021-2022,Reims
2583,Pedro Mendes,6.56,Ligue 1,2021-2022,Montpellier
2584,Jonathan Ikoné,6.55,Ligue 1,2021-2022,Lille
2585,Romain Del Castillo,6.55,Ligue 1,2021-2022,Brest
2586,Enock Kwateng,6.55,Ligue 1,2021-2022,Bordeaux
2587,Sikou Niakaté,6.54,Ligue 1,2021-2022,Metz
2588,Marc-Aurèle Caillard,6.54,Ligue 1,2021-2022,Metz
2589,Martin Adeline,6.54,Ligue 1,2021-2022,Reims
2590,Mathias Pereira Lage,6.54,Ligue 1,2021-2022,Angers
2591,Hwang Ui-JoBordeaux,6.54,Ligue 1,2021-2022,
2592,Florent Ogier,6.54,Ligue 1,2021-2022,Clermont Foot
2593,Pape Sarr,6.54,Ligue 1,2021-2022,Metz
2594,Anel Ahmedhodzic,6.54,Ligue 1,2021-2022,Bordeaux
2595,Alfred Gomis,6.54,Ligue 1,2021-2022,Rennes
2596,Farid Boulaya,6.54,Ligue 1,2021-2022,Metz
2597,Rémi Oudin,6.53,Ligue 1,2021-2022,Bordeaux
2598,Henrique,6.53,Ligue 1,2021-2022,Lyon
2599,David Pereira da Costa,6.53,Ligue 1,2021-2022,Lens
2600,Martín Satriano,6.53,Ligue 1,2021-2022,Brest
2601,Strahinja Pavlovic,6.53,Ligue 1,2021-2022,Monaco
2602,Joris Chotard,6.53,Ligue 1,2021-2022,Montpellier
2603,Pablo Sarabia,6.53,Ligue 1,2021-2022,Paris S-G
2604,Leonardo Balerdi,6.52,Ligue 1,2021-2022,Marseille
2605,Konrad de la Fuente,6.52,Ligue 1,2021-2022,Marseille
2606,Lilian Brassier,6.52,Ligue 1,2021-2022,Brest
2607,Amadou Onana,6.52,Ligue 1,2021-2022,Lille
2608,Jean Lucas,6.52,Ligue 1,2021-2022,Monaco
2609,Thomas Foket,6.52,Ligue 1,2021-2022,Reims
2610,Fábio,6.52,Ligue 1,2021-2022,Nantes
2611,Flavius Daniliuc,6.52,Ligue 1,2021-2022,Nice
2612,Iké Ugbo,6.51,Ligue 1,2021-2022,Troyes
2613,Valère Germain,6.51,Ligue 1,2021-2022,Montpellier
2614,Gaël Kakuta,6.51,Ligue 1,2021-2022,Lens
2615,Ismail Jakobs,6.51,Ligue 1,2021-2022,Monaco
2616,Vincent Le Goff,6.51,Ligue 1,2021-2022,Lorient
2617,Léo Pétrot,6.5,Ligue 1,2021-2022,Lorient
2618,Stian Gregersen,6.5,Ligue 1,2021-2022,Bordeaux
2619,Cédric Hountondji,6.5,Ligue 1,2021-2022,Clermont Foot
2620,Issa Kaboré,6.5,Ligue 1,2021-2022,Troyes
2621,Dimitry Bertaud,6.5,Ligue 1,2021-2022,Montpellier
2622,Timothy Weah,6.5,Ligue 1,2021-2022,Lille
2623,Pape Gueye,6.5,Ligue 1,2021-2022,Marseille
2624,Samuel Kalu,6.49,Ligue 1,2021-2022,Bordeaux
2625,Stefan Bajic,6.49,Ligue 1,2021-2022,Saint Etienne
2626,Sinaly Diomandé,6.49,Ligue 1,2021-2022,Lyon
2627,Jordan Lotomba,6.49,Ligue 1,2021-2022,Nice
2628,Timothée Kolodziejczak,6.49,Ligue 1,2021-2022,Saint Etienne
2629,Adil Rami,6.49,Ligue 1,2021-2022,Troyes
2630,Julian Draxler,6.49,Ligue 1,2021-2022,Paris S-G
2631,Arnaud Nordin,6.48,Ligue 1,2021-2022,Saint Etienne
2632,Edon Zhegrova,6.48,Ligue 1,2021-2022,Lille
2633,Lorenz Assignon,6.48,Ligue 1,2021-2022,Rennes
2634,Dénys Bain,6.48,Ligue 1,2021-2022,Brest
2635,Myziane Maolida,6.48,Ligue 1,2021-2022,Nice
2636,Pol Lirola,6.48,Ligue 1,2021-2022,Marseille
2637,Stéphane Diarra,6.48,Ligue 1,2021-2022,Lorient
2638,Elye Wahi,6.48,Ligue 1,2021-2022,Montpellier
2639,Falaye Sacko,6.48,Ligue 1,2021-2022,Saint Etienne
2640,Jere Uronen,6.48,Ligue 1,2021-2022,Brest
2641,Miguel Trauco,6.47,Ligue 1,2021-2022,Saint Etienne
2642,Fabien Lemoine,6.47,Ligue 1,2021-2022,Lorient
2643,Dylan Bronn,6.47,Ligue 1,2021-2022,Metz
2644,Amine Bassi,6.47,Ligue 1,2021-2022,Metz
2645,Krépin Diatta,6.47,Ligue 1,2021-2022,Monaco
2646,Alexandre Oukidja,6.47,Ligue 1,2021-2022,Metz
2647,Marcelo,6.46,Ligue 1,2021-2022,Bordeaux
2648,Serhou Guirassy,6.46,Ligue 1,2021-2022,Rennes
2649,Dennis Appiah,6.46,Ligue 1,2021-2022,Nantes
2650,Osman Bukari,6.46,Ligue 1,2021-2022,Nantes
2651,Hassane Kamara,6.46,Ligue 1,2021-2022,Nice
2652,Andreaw Gravillon,6.45,Ligue 1,2021-2022,Reims
2653,Hugo Magnetti,6.45,Ligue 1,2021-2022,Brest
2654,Laurent Koscielny,6.45,Ligue 1,2021-2022,Bordeaux
2655,Samuel Loric,6.45,Ligue 1,2021-2022,Lorient
2656,Otávio,6.45,Ligue 1,2021-2022,Bordeaux
2657,Oualid El Hajjam,6.44,Ligue 1,2021-2022,Troyes
2658,Isaac Lihadji,6.44,Ligue 1,2021-2022,Lille
2659,Wesley Saïd,6.44,Ligue 1,2021-2022,Lens
2660,Batista Mendy,6.43,Ligue 1,2021-2022,Angers
2661,Colin Dagba,6.43,Ligue 1,2021-2022,Paris S-G
2662,Alidu Seidu,6.43,Ligue 1,2021-2022,Clermont Foot
2663,Maxime Estève,6.43,Ligue 1,2021-2022,Montpellier
2664,Gaëtan Poussin,6.43,Ligue 1,2021-2022,Bordeaux
2665,Salis Abdul Samed,6.43,Ligue 1,2021-2022,Clermont Foot
2666,Sada Thioub,6.43,Ligue 1,2021-2022,Saint Etienne
2667,Gabriel Gudmundsson,6.43,Ligue 1,2021-2022,Lille
2668,Azzedine Ounahi,6.43,Ligue 1,2021-2022,Angers
2669,Georginio Wijnaldum,6.42,Ligue 1,2021-2022,Paris S-G
2670,Burak Yilmaz,6.42,Ligue 1,2021-2022,Lille
2671,Boubacar Traoré,6.42,Ligue 1,2021-2022,Metz
2672,Matthieu Dreyer,6.42,Ligue 1,2021-2022,Lorient
2673,Dion Lopy,6.42,Ligue 1,2021-2022,Reims
2674,Mama Baldé,6.42,Ligue 1,2021-2022,Troyes
2675,Sékou Mara,6.42,Ligue 1,2021-2022,Bordeaux
2676,Nathanaël Mbuku,6.42,Ligue 1,2021-2022,Reims
2677,Zaydou Youssouf,6.41,Ligue 1,2021-2022,Saint Etienne
2678,Xavier Chavalerin,6.41,Ligue 1,2021-2022,Reims
2679,Djibril Sidibé,6.41,Ligue 1,2021-2022,Monaco
2680,Junior Sambia,6.41,Ligue 1,2021-2022,Montpellier
2681,Lamine Gueye,6.41,Ligue 1,2021-2022,Metz
2682,Cédric Bakambu,6.41,Ligue 1,2021-2022,Marseille
2683,Gideon Mensah,6.41,Ligue 1,2021-2022,Bordeaux
2684,Houboulang Mendes,6.41,Ligue 1,2021-2022,Lorient
2685,Paul Bernardoni,6.41,Ligue 1,2021-2022,Saint Etienne
2686,Étienne Green,6.41,Ligue 1,2021-2022,Saint Etienne
2687,Philippe Sandler,6.4,Ligue 1,2021-2022,Troyes
2688,Jodel Dossou,6.4,Ligue 1,2021-2022,Clermont Foot
2689,Ouparine Djoco,6.4,Ligue 1,2021-2022,Clermont Foot
2690,Massadio Haïdara,6.4,Ligue 1,2021-2022,Lens
2691,Bradley Locko,6.4,Ligue 1,2021-2022,Reims
2692,Hatem Ben Arfa,6.4,Ligue 1,2021-2022,Lille
2693,Morgan Schneiderlin,6.4,Ligue 1,2021-2022,Nice
2694,Yusuf Yazici,6.4,Ligue 1,2021-2022,Lille
2695,Youssouf Koné,6.39,Ligue 1,2021-2022,Troyes
2696,Jérémy Le Douaron,6.39,Ligue 1,2021-2022,Brest
2697,Jean-Eudes Aholou,6.39,Ligue 1,2021-2022,Strasbourg
2698,Sébastien Corchia,6.39,Ligue 1,2021-2022,Nantes
2699,Pierrick Capelle,6.39,Ligue 1,2021-2022,Angers
2700,Eliaquim Mangala,6.39,Ligue 1,2021-2022,Saint Etienne
2701,Jim Allevinah,6.38,Ligue 1,2021-2022,Clermont Foot
2702,Moritz Jenz,6.38,Ligue 1,2021-2022,Lorient
2703,Nordine Kandil,6.38,Ligue 1,2021-2022,Strasbourg
2704,Calvin Stengs,6.38,Ligue 1,2021-2022,Nice
2705,Ibrahima Niane,6.38,Ligue 1,2021-2022,Metz
2706,Vincent Manceau,6.38,Ligue 1,2021-2022,Angers
2707,Charles Traoré,6.38,Ligue 1,2021-2022,Nantes
2708,Junior Dina Ebimbe,6.38,Ligue 1,2021-2022,Paris S-G
2709,Harold Moukoudi,6.37,Ligue 1,2021-2022,Saint Etienne
2710,Marcus Coco,6.37,Ligue 1,2021-2022,Nantes
2711,Alexis Claude-MauriceNice,6.37,Ligue 1,2021-2022,
2712,Billal Brahimi,6.37,Ligue 1,2021-2022,Angers
2713,Jimmy Giraudon,6.36,Ligue 1,2021-2022,Troyes
2714,Opa Nguette,6.36,Ligue 1,2021-2022,Metz
2715,Samuel Moutoussamy,6.36,Ligue 1,2021-2022,Nantes
2716,Abdu Conté,6.36,Ligue 1,2021-2022,Troyes
2717,Eliot Matazo,6.36,Ligue 1,2021-2022,Monaco
2718,Ricardo Mangas,6.35,Ligue 1,2021-2022,Bordeaux
2719,Mauro Icardi,6.35,Ligue 1,2021-2022,Paris S-G
2720,Abdel Jalil Medioub,6.35,Ligue 1,2021-2022,Bordeaux
2721,Yoann Touzghar,6.35,Ligue 1,2021-2022,Troyes
2722,Abdul Waris,6.35,Ligue 1,2021-2022,Strasbourg
2723,Yvann Maçon,6.34,Ligue 1,2021-2022,Saint Etienne
2724,Eric N joTroyes,6.34,Ligue 1,2021-2022,
2725,Jemerson,6.34,Ligue 1,2021-2022,Metz
2726,Yasser Larouci,6.34,Ligue 1,2021-2022,Troyes
2727,Ignatius Ganago,6.34,Ligue 1,2021-2022,Lens
2728,Fraser Hornby,6.34,Ligue 1,2021-2022,Reims
2729,Timothée Pembélé,6.34,Ligue 1,2021-2022,Bordeaux
2730,Roli Pereira De Sa,6.33,Ligue 1,2021-2022,Nantes
2731,Mathieu Cafaro,6.33,Ligue 1,2021-2022,Reims
2732,Jeff Reine-AdélaïdeLyon,6.33,Ligue 1,2021-2022,
2733,Stéphane Bahoken,6.33,Ligue 1,2021-2022,Angers
2734,Mohamed-Ali Cho,6.33,Ligue 1,2021-2022,Angers
2735,Evann Guessand,6.32,Ligue 1,2021-2022,Nice
2736,Saîf-Eddine Khaoui,6.32,Ligue 1,2021-2022,Clermont Foot
2737,Jean-Philippe Krasso,6.32,Ligue 1,2021-2022,Saint Etienne
2738,Julien Faussurier,6.32,Ligue 1,2021-2022,Brest
2739,Lebo Mothiba,6.32,Ligue 1,2021-2022,Troyes
2740,Irvin Cardona,6.32,Ligue 1,2021-2022,Brest
2741,Dylan Chambost,6.32,Ligue 1,2021-2022,Troyes
2742,Dango Ouattara,6.31,Ligue 1,2021-2022,Lorient
2743,Rayan Cherki,6.31,Ligue 1,2021-2022,Lyon
2744,Islam Slimani,6.31,Ligue 1,2021-2022,Lyon
2745,M Baye Niang,6.3,Ligue 1,2021-2022,Bordeaux
2746,Mitchell van Bergen,6.3,Ligue 1,2021-2022,Reims
2747,Angel Gomes,6.3,Ligue 1,2021-2022,Lille
2748,Cesc Fàbregas,6.3,Ligue 1,2021-2022,Monaco
2749,Deiver Machado,6.29,Ligue 1,2021-2022,Lens
2750,Yvan Neyou,6.29,Ligue 1,2021-2022,Saint Etienne
2751,Enzo Ebosse,6.29,Ligue 1,2021-2022,Angers
2752,Cheikh Sabaly,6.29,Ligue 1,2021-2022,Metz
2753,Quentin Boisgard,6.28,Ligue 1,2021-2022,Lorient
2754,Paul Nardi,6.28,Ligue 1,2021-2022,Lorient
2755,Lucas Gourna-DouathSaint Etienne,6.28,Ligue 1,2021-2022,
2756,Sambou Sissoko,6.28,Ligue 1,2021-2022,Reims
2757,Jean-Claude Billong,6.28,Ligue 1,2021-2022,Clermont Foot
2758,Tom Lacoux,6.28,Ligue 1,2021-2022,Bordeaux
2759,Igor Silva,6.28,Ligue 1,2021-2022,Lorient
2760,Álvaro González,6.28,Ligue 1,2021-2022,Marseille
2761,Karim Azamoum,6.27,Ligue 1,2021-2022,Troyes
2762,Papa Yade,6.27,Ligue 1,2021-2022,Metz
2763,N Dri Koffi,6.27,Ligue 1,2021-2022,Reims
2764,Kévin N Doram,6.27,Ligue 1,2021-2022,Metz
2765,Danijel Petkovic,6.26,Ligue 1,2021-2022,Angers
2766,Tino Kadewere,6.26,Ligue 1,2021-2022,Lyon
2767,Hianga a Mbock,6.25,Ligue 1,2021-2022,Brest
2768,Amadou Mbengue,6.25,Ligue 1,2021-2022,Metz
2769,Vagner,6.25,Ligue 1,2021-2022,Metz
2770,Romain Hamouma,6.25,Ligue 1,2021-2022,Saint Etienne
2771,Eduardo Camavinga,6.25,Ligue 1,2021-2022,Rennes
2772,Romain Del Castillo,6.25,Ligue 1,2021-2022,Rennes
2773,Billal Brahimi,6.24,Ligue 1,2021-2022,Nice
2774,Jean-Armel Kana-BiyikMetz,6.24,Ligue 1,2021-2022,
2775,Adil Aouchiche,6.24,Ligue 1,2021-2022,Saint Etienne
2776,Ambroise Oyongo,6.24,Ligue 1,2021-2022,Montpellier
2777,Mexer,6.24,Ligue 1,2021-2022,Bordeaux
2778,El Chadaille Bitshiabu,6.24,Ligue 1,2021-2022,Paris S-G
2779,Sofiane Alakouch,6.24,Ligue 1,2021-2022,Metz
2780,Thibault Klidje,6.23,Ligue 1,2021-2022,Bordeaux
2781,Domagoj Bradaric,6.23,Ligue 1,2021-2022,Lille
2782,Brandon Dominguès,6.23,Ligue 1,2021-2022,Troyes
2783,Brayann Pereira,6.23,Ligue 1,2021-2022,Lens
2784,Kaj Sierhuis,6.23,Ligue 1,2021-2022,Reims
2785,Aïmen Moueffek,6.23,Ligue 1,2021-2022,Saint Etienne
2786,Gabriel Silva,6.23,Ligue 1,2021-2022,Saint Etienne
2787,Sambou Soumano,6.23,Ligue 1,2021-2022,Lorient
2788,Myron Boadu,6.22,Ligue 1,2021-2022,Monaco
2789,Waniss Taïbi,6.22,Ligue 1,2021-2022,Angers
2790,Bradley Barcola,6.21,Ligue 1,2021-2022,Lyon
2791,Patrick Berg,6.21,Ligue 1,2021-2022,Lens
2792,Léo Leroy,6.21,Ligue 1,2021-2022,Montpellier
2793,Bryan Djile,6.21,Ligue 1,2021-2022,Saint Etienne
2794,William Mikelbrencis,6.2,Ligue 1,2021-2022,Metz
2795,Issouf Sissokho,6.2,Ligue 1,2021-2022,Bordeaux
2796,Adrian Grbic,6.2,Ligue 1,2021-2022,Lorient
2797,Félix Lemaréchal,6.2,Ligue 1,2021-2022,Monaco
2798,Jimmy Briand,6.2,Ligue 1,2021-2022,Bordeaux
2799,Suk Hyun-JunTroyes,6.19,Ligue 1,2021-2022,
2800,Yannis M Bemba,6.19,Ligue 1,2021-2022,Nantes
2801,Jordan Tell,6.19,Ligue 1,2021-2022,Clermont Foot
2802,Habib Diarra,6.18,Ligue 1,2021-2022,Strasbourg
2803,Leny Yoro,6.17,Ligue 1,2021-2022,Lille
2804,Mamadou Fofana,6.17,Ligue 1,2021-2022,Metz
2805,Romain Salin,6.17,Ligue 1,2021-2022,Rennes
2806,Arial Mendy,6.17,Ligue 1,2021-2022,Clermont Foot
2807,Grejohn Kyei,6.17,Ligue 1,2021-2022,Clermont Foot
2808,Karol Fila,6.17,Ligue 1,2021-2022,Strasbourg
2809,Ismaël Boura,6.17,Ligue 1,2021-2022,Lens
2810,Jérémy Pied,6.17,Ligue 1,2021-2022,Lille
2811,Valon Berisha,6.16,Ligue 1,2021-2022,Reims
2812,Yannick Cahuzac,6.16,Ligue 1,2021-2022,Lens
2813,Benoît Costil,6.16,Ligue 1,2021-2022,Bordeaux
2814,Nicholas Gioacchini,6.16,Ligue 1,2021-2022,Montpellier
2815,Nemanja Radonjic,6.16,Ligue 1,2021-2022,Marseille
2816,Renaud Emond,6.16,Ligue 1,2021-2022,Nantes
2817,Willem Geubbels,6.15,Ligue 1,2021-2022,Nantes
2818,Gerson Rodrigues,6.15,Ligue 1,2021-2022,Troyes
2819,Darío Benedetto,6.15,Ligue 1,2021-2022,Marseille
2820,Luis Henrique,6.15,Ligue 1,2021-2022,Marseille
2821,Corentin Jean,6.14,Ligue 1,2021-2022,Lens
2822,Lesley Ugochukwu,6.14,Ligue 1,2021-2022,Rennes
2823,Fransérgio,6.14,Ligue 1,2021-2022,Bordeaux
2824,Enzo Tchato,6.14,Ligue 1,2021-2022,Montpellier
2825,Louis Mafouta,6.14,Ligue 1,2021-2022,Metz
2826,Bakary Sako,6.14,Ligue 1,2021-2022,Saint Etienne
2827,Abdoulaye Bamba,6.13,Ligue 1,2021-2022,Angers
2828,Chrislain Matsima,6.13,Ligue 1,2021-2022,Monaco
2829,Moïse Sahi Dion,6.13,Ligue 1,2021-2022,Strasbourg
2830,Cheikh Niasse,6.13,Ligue 1,2021-2022,Lille
2831,Nassim Chadli,6.13,Ligue 1,2021-2022,Troyes
2832,Mahamé Siby,6.13,Ligue 1,2021-2022,Strasbourg
2833,Rafiki Saïd,6.12,Ligue 1,2021-2022,Brest
2834,Djeidi Gassama,6.12,Ligue 1,2021-2022,Paris S-G
2835,Thomas Fontaine,6.12,Ligue 1,2021-2022,Lorient
2836,Enzo Crivelli,6.12,Ligue 1,2021-2022,Saint Etienne
2837,Matheus Thuler,6.12,Ligue 1,2021-2022,Montpellier
2838,Jonathan Iglesias,6.12,Ligue 1,2021-2022,Clermont Foot
2839,Sekou Yansané,6.11,Ligue 1,2021-2022,Paris S-G
2840,Mamadou Camara,6.11,Ligue 1,2021-2022,Troyes
2841,Marin Jakolis,6.11,Ligue 1,2021-2022,Angers
2842,Dilane Bakwa,6.1,Ligue 1,2021-2022,Bordeaux
2843,Charles Boli,6.1,Ligue 1,2021-2022,Lens
2844,Mehdi Zerkane,6.1,Ligue 1,2021-2022,Bordeaux
2845,Andy Diouf,6.1,Ligue 1,2021-2022,Rennes
2846,Paul Baysse,6.1,Ligue 1,2021-2022,Bordeaux
2847,Anastasios Donis,6.1,Ligue 1,2021-2022,Reims
2848,Mathys Tel,6.09,Ligue 1,2021-2022,Rennes
2849,El Hadji Dieye,6.08,Ligue 1,2021-2022,Saint Etienne
2850,Jerome Phojo,6.08,Ligue 1,2021-2022,Clermont Foot
2851,Sacha Delaye,6.08,Ligue 1,2021-2022,Montpellier
2852,Arnaud Kalimuendo,6.07,Ligue 1,2021-2022,Paris S-G
2853,Warren Tchimbembé,6.07,Ligue 1,2021-2022,Metz
2854,Loris Benito,6.07,Ligue 1,2021-2022,Bordeaux
2855,Loum Tchaouna,6.07,Ligue 1,2021-2022,Rennes
2856,Lohann Doucet,6.07,Ligue 1,2021-2022,Nantes
2857,Youssouph Badji,6.06,Ligue 1,2021-2022,Brest
2858,Pierre-Yves Hamel,6.06,Ligue 1,2021-2022,Lorient
2859,Xavi Simons,6.06,Ligue 1,2021-2022,Paris S-G
2860,Assane Dioussé,6.06,Ligue 1,2021-2022,Saint Etienne
2861,Josue Albert,6.06,Ligue 1,2021-2022,Clermont Foot
2862,Ignacio Ramírez,6.05,Ligue 1,2021-2022,Saint Etienne
2863,Sead Kolasinac,6.05,Ligue 1,2021-2022,Marseille
2864,Pierre-Yves Hamel,6.05,Ligue 1,2021-2022,Clermont Foot
2865,Derek Mazou-SackoTroyes,6.05,Ligue 1,2021-2022,
2866,Moussa Doumbia,6.04,Ligue 1,2021-2022,Reims
2867,Redwan Bourlès,6.04,Ligue 1,2021-2022,Lorient
2868,Alexandre Letellier,6.04,Ligue 1,2021-2022,Paris S-G
2869,Alpha Sissoko,6.04,Ligue 1,2021-2022,Saint Etienne
2870,Antonin Bobichon,6.04,Ligue 1,2021-2022,Angers
2871,Oriol Busquets,6.03,Ligue 1,2021-2022,Clermont Foot
2872,Mathys Saban,6.03,Ligue 1,2021-2022,Saint Etienne
2873,Noah Fatar,6.03,Ligue 1,2021-2022,Angers
2874,Baptiste Mouazan,6.03,Ligue 1,2021-2022,Lorient
2875,Matthis Abline,6.02,Ligue 1,2021-2022,Rennes
2876,Nathan Bitumazala,6.02,Ligue 1,2021-2022,Paris S-G
2877,Casimir Ninga,6.02,Ligue 1,2021-2022,Angers
2878,Ibrahima Baldé,6.02,Ligue 1,2021-2022,Lens
2879,Maghnes Akliouche,6.02,Ligue 1,2021-2022,Monaco
2880,Levi Lumeka,6.01,Ligue 1,2021-2022,Troyes
2881,Yanis Guermouche,6.01,Ligue 1,2021-2022,Montpellier
2882,Aboubacar Sidibe,6.01,Ligue 1,2021-2022,Clermont Foot
2883,Ismaël Gharbi,6.01,Ligue 1,2021-2022,Paris S-G
2884,Yanis Lhéry,6.01,Ligue 1,2021-2022,Saint Etienne
2885,Wilson Isidor,6.0,Ligue 1,2021-2022,Monaco
2886,Édouard Michut,6.0,Ligue 1,2021-2022,Paris S-G
2887,Gautier Larsonneur,6.0,Ligue 1,2021-2022,Brest
2888,Georges Mikautadze,6.0,Ligue 1,2021-2022,Metz
2889,Ismaël Doukouré,6.0,Ligue 1,2021-2022,Strasbourg
2890,Jonathan Varane,6.0,Ligue 1,2021-2022,Lens
2891,Lamine Ghezali,6.0,Ligue 1,2021-2022,Saint Etienne
2892,Lebo Mothiba,6.0,Ligue 1,2021-2022,Strasbourg
2893,Mehdi Chahiri,6.0,Ligue 1,2021-2022,Strasbourg
2894,Mohamed Achi,6.0,Ligue 1,2021-2022,Nantes
2895,Mykola Kuharevich,6.0,Ligue 1,2021-2022,Troyes
2896,Rubén Pardo,6.0,Ligue 1,2021-2022,Bordeaux
2897,Sada Thioub,6.0,Ligue 1,2021-2022,Angers
2898,Salim Ben Seghir,6.0,Ligue 1,2021-2022,Marseille
2899,Samuel Koeberlé,6.0,Ligue 1,2021-2022,Reims
2900,Tanguy Zoukrou,6.0,Ligue 1,2021-2022,Troyes
2901,Théo Le Bris,6.0,Ligue 1,2021-2022,Lorient
2902,Farid El Melali,5.99,Ligue 1,2021-2022,Angers
2903,Jean-Kévin Augustin,5.99,Ligue 1,2021-2022,Nantes
2904,Lenny Joseph,5.99,Ligue 1,2021-2022,Metz
2905,Guédé Nadje,5.98,Ligue 1,2021-2022,Angers
2906,Maxence Rivera,5.98,Ligue 1,2021-2022,Saint Etienne
2907,Béni Makouana,5.98,Ligue 1,2021-2022,Montpellier
2908,Habib Keïta,5.97,Ligue 1,2021-2022,Lyon
2909,Arthur Desmas,5.96,Ligue 1,2021-2022,Clermont Foot
2910,Patrick Roberts,5.96,Ligue 1,2021-2022,Troyes
2911,Romain Philippoteaux,5.95,Ligue 1,2021-2022,Brest
