,Player Name,Rating,League,Season,Squad
845,Pavel Kaderábek,6.47,Bundesliga,2022-2023,Hoffenheim
846,Benno SchmitzF,6.46,Bundesliga,2022-2023,C Koln
847,Arne Maier,6.46,Bundesliga,2022-2023,Augsburg
848,Kelvin Yeboah,6.45,Bundesliga,2022-2023,Augsburg
849,Marvin Plattenhardt,6.45,Bundesliga,2022-2023,Hertha Berlin
850,Genki Haraguchi,6.45,Bundesliga,2022-2023,Stuttgart
851,Ibrahim Maza,6.45,Bundesliga,2022-2023,Hertha Berlin
852,Josha Vagnoman,6.44,Bundesliga,2022-2023,Stuttgart
853,Florian Neuhaus,6.44,Bundesliga,2022-2023,Borussia M Gladbach
854,Anthony Modeste,6.44,Bundesliga,2022-2023,Borussia Dortmund
855,Sardar Azmoun,6.44,Bundesliga,2022-2023,Leverkusen
856,Kevin Trapp,6.44,Bundesliga,2022-2023,Eintracht Frankfurt
857,Kiliann Sildillia,6.43,Bundesliga,2022-2023,Freiburg
858,Kevin Vogt,6.43,Bundesliga,2022-2023,Hoffenheim
859,Michael Frey,6.43,Bundesliga,2022-2023,Schalke
860,Henning Matriciani,6.42,Bundesliga,2022-2023,Schalke
861,Florian Niederlechner,6.42,Bundesliga,2022-2023,Hertha Berlin
862,Wilfried Kanga,6.42,Bundesliga,2022-2023,Hertha Berlin
863,Enzo Millot,6.42,Bundesliga,2022-2023,Stuttgart
864,Takuma Asano,6.42,Bundesliga,2022-2023,Bochum
865,Iago Borduchi,6.42,Bundesliga,2022-2023,Augsburg
866,Pascal Klemens,6.42,Bundesliga,2022-2023,Hertha Berlin
867,Nadiem Amiri,6.42,Bundesliga,2022-2023,Leverkusen
868,Callum Hudson-OdoiLeverkusen,6.42,Bundesliga,2022-2023,
869,Jere Uronen,6.42,Bundesliga,2022-2023,Schalke
870,Carlos Gruezo,6.42,Bundesliga,2022-2023,Augsburg
871,Marcus Ingvartsen,6.42,Bundesliga,2022-2023,Mainz
872,Charles Aránguiz,6.41,Bundesliga,2022-2023,Leverkusen
873,Genki Haraguchi,6.41,Bundesliga,2022-2023,Union Berlin
874,Yussuf PoulsenR,6.41,Bundesliga,2022-2023,B Leipzig
875,Mads Pedersen,6.41,Bundesliga,2022-2023,Augsburg
876,Dominick Drexler,6.41,Bundesliga,2022-2023,Schalke
877,Alexander Hack,6.41,Bundesliga,2022-2023,Mainz
878,Paul Seguin,6.41,Bundesliga,2022-2023,Union Berlin
879,Tobias Mohr,6.41,Bundesliga,2022-2023,Schalke
880,Éder Balanta,6.41,Bundesliga,2022-2023,Schalke
881,Kevin KamplR,6.41,Bundesliga,2022-2023,B Leipzig
882,Nikola SoldoF,6.41,Bundesliga,2022-2023,C Koln
883,Filip Uremovic,6.39,Bundesliga,2022-2023,Hertha Berlin
884,Elvis Rexhbeçaj,6.39,Bundesliga,2022-2023,Augsburg
885,Oliver Christensen,6.39,Bundesliga,2022-2023,Hertha Berlin
886,Danny da Costa,6.39,Bundesliga,2022-2023,Mainz
887,Marvin Friedrich,6.39,Bundesliga,2022-2023,Borussia M Gladbach
888,Makoto Hasebe,6.39,Bundesliga,2022-2023,Eintracht Frankfurt
889,Kristian PedersenF,6.38,Bundesliga,2022-2023,C Koln
890,Mitchel Bakker,6.38,Bundesliga,2022-2023,Leverkusen
891,Hugo NovoaR,6.38,Bundesliga,2022-2023,B Leipzig
892,András Schäfer,6.38,Bundesliga,2022-2023,Union Berlin
893,Stanley Nsoki,6.38,Bundesliga,2022-2023,Hoffenheim
894,Kevin Paredes,6.38,Bundesliga,2022-2023,Wolfsburg
895,Alex Král,6.38,Bundesliga,2022-2023,Schalke
896,Angelo Stiller,6.37,Bundesliga,2022-2023,Hoffenheim
897,Robert Gumny,6.37,Bundesliga,2022-2023,Augsburg
898,Nikolas Nartey,6.37,Bundesliga,2022-2023,Stuttgart
899,Yann Sommer,6.37,Bundesliga,2022-2023,Bayern
900,Romano Schmid,6.37,Bundesliga,2022-2023,Werder Bremen
901,Manuel Gulde,6.37,Bundesliga,2022-2023,Freiburg
902,Florian Flick,6.37,Bundesliga,2022-2023,Schalke
903,Niklas Dorsch,6.36,Bundesliga,2022-2023,Augsburg
904,Pascal Stenzel,6.36,Bundesliga,2022-2023,Stuttgart
905,Mathys Tel,6.36,Bundesliga,2022-2023,Bayern
906,Luca Netz,6.35,Bundesliga,2022-2023,Borussia M Gladbach
907,Alexander Schwolow,6.35,Bundesliga,2022-2023,Schalke
908,Sebastian Polter,6.35,Bundesliga,2022-2023,Schalke
909,Tolga Cigerci,6.35,Bundesliga,2022-2023,Hertha Berlin
910,Josip Stanisic,6.35,Bundesliga,2022-2023,Bayern
911,Cristian Gamboa,6.34,Bundesliga,2022-2023,Bochum
912,Kilian Fischer,6.34,Bundesliga,2022-2023,Wolfsburg
913,Sepp van den Berg,6.34,Bundesliga,2022-2023,Schalke
914,Daley Sinkgraven,6.34,Bundesliga,2022-2023,Leverkusen
915,Sebastian Rudy,6.34,Bundesliga,2022-2023,Hoffenheim
916,Kevin Schade,6.33,Bundesliga,2022-2023,Freiburg
917,Josip Brekalo,6.33,Bundesliga,2022-2023,Wolfsburg
918,Gerrit Holtmann,6.33,Bundesliga,2022-2023,Bochum
919,Kenan Karaman,6.33,Bundesliga,2022-2023,Schalke
920,Marvin SchwäbeF,6.33,Bundesliga,2022-2023,C Koln
921,Maximilian Bauer,6.33,Bundesliga,2022-2023,Augsburg
922,Jessic Ngankam,6.33,Bundesliga,2022-2023,Hertha Berlin
923,Fredrik Jensen,6.33,Bundesliga,2022-2023,Augsburg
924,Reece Oxford,6.32,Bundesliga,2022-2023,Augsburg
925,Jean-Paul Boëtius,6.32,Bundesliga,2022-2023,Hertha Berlin
926,Ivan Sunjic,6.32,Bundesliga,2022-2023,Hertha Berlin
927,Raphael Framberger,6.32,Bundesliga,2022-2023,Augsburg
928,Noah haupt,6.32,Bundesliga,2022-2023,Freiburg
929,Keven Schlotterbeck,6.32,Bundesliga,2022-2023,Freiburg
930,Ilia Gruev,6.31,Bundesliga,2022-2023,Werder Bremen
931,Davie Selke,6.31,Bundesliga,2022-2023,Hertha Berlin
932,Mehmet Aydin,6.31,Bundesliga,2022-2023,Schalke
933,Lee Buchanan,6.31,Bundesliga,2022-2023,Werder Bremen
934,Florian DietzF,6.3,Bundesliga,2022-2023,C Koln
935,Márton Dárdai,6.3,Bundesliga,2022-2023,Hertha Berlin
936,Thomas Ouwejan,6.3,Bundesliga,2022-2023,Schalke
937,Denis HuseinbasicF,6.3,Bundesliga,2022-2023,C Koln
938,Fabian Bredlow,6.3,Bundesliga,2022-2023,Stuttgart
939,David Colina,6.3,Bundesliga,2022-2023,Augsburg
940,Merlin Röhl,6.3,Bundesliga,2022-2023,Freiburg
941,Max Kruse,6.3,Bundesliga,2022-2023,Wolfsburg
942,Ryan Gravenberch,6.29,Bundesliga,2022-2023,Bayern
943,Kingsley SchindlerF,6.29,Bundesliga,2022-2023,C Koln
944,Finn Becker,6.29,Bundesliga,2022-2023,Hoffenheim
945,Rafael Borré,6.29,Bundesliga,2022-2023,Eintracht Frankfurt
946,Maximilian Philipp,6.29,Bundesliga,2022-2023,Werder Bremen
947,Stefan Lainer,6.29,Bundesliga,2022-2023,Borussia M Gladbach
948,Daniel-Kofi Kyereh,6.29,Bundesliga,2022-2023,Freiburg
949,Dimitrios LimniosF,6.29,Bundesliga,2022-2023,C Koln
950,Tom Rothe,6.29,Bundesliga,2022-2023,Borussia Dortmund
951,Yannik Keitel,6.28,Bundesliga,2022-2023,Freiburg
952,Paulinho,6.28,Bundesliga,2022-2023,Leverkusen
953,Thorgan Hazard,6.28,Bundesliga,2022-2023,Borussia Dortmund
954,Sven Michel,6.28,Bundesliga,2022-2023,Union Berlin
955,Paul Wanner,6.28,Bundesliga,2022-2023,Bayern
956,Aymen Barkok,6.27,Bundesliga,2022-2023,Mainz
957,Morten Thorsby,6.27,Bundesliga,2022-2023,Union Berlin
958,Jordi Osei-TutuBochum,6.27,Bundesliga,2022-2023,
959,Darko Churlinov,6.27,Bundesliga,2022-2023,Stuttgart
960,Veit Stange,6.27,Bundesliga,2022-2023,Hertha Berlin
961,Paxten Aaronson,6.27,Bundesliga,2022-2023,Eintracht Frankfurt
962,Renato Veiga,6.27,Bundesliga,2022-2023,Augsburg
963,Nelson Weiper,6.26,Bundesliga,2022-2023,Mainz
964,Sargis AdamyanF,6.26,Bundesliga,2022-2023,C Koln
965,Ermin Bicakcic,6.26,Bundesliga,2022-2023,Hoffenheim
966,Pierre Kunde,6.25,Bundesliga,2022-2023,Bochum
967,Oliver Burke,6.25,Bundesliga,2022-2023,Werder Bremen
968,Hannes Wolf,6.25,Bundesliga,2022-2023,Borussia M Gladbach
969,Agustín Rogel,6.25,Bundesliga,2022-2023,Hertha Berlin
970,Lilian Egloff,6.24,Bundesliga,2022-2023,Stuttgart
971,Angelo Fulgini,6.24,Bundesliga,2022-2023,Mainz
972,Daniel Caligiuri,6.24,Bundesliga,2022-2023,Augsburg
973,Vasilios Lampropoulos,6.23,Bundesliga,2022-2023,Bochum
974,Daley Blind,6.23,Bundesliga,2022-2023,Bayern
975,Luca KilianF,6.23,Bundesliga,2022-2023,C Koln
976,Patrick Osterhage,6.23,Bundesliga,2022-2023,Bochum
977,Simon Zoller,6.23,Bundesliga,2022-2023,Bochum
978,Nathan Ngoumou,6.23,Bundesliga,2022-2023,Borussia M Gladbach
979,Ondrej DudaF,6.22,Bundesliga,2022-2023,C Koln
980,Kasper Dolberg,6.22,Bundesliga,2022-2023,Hoffenheim
981,Keke Topp,6.22,Bundesliga,2022-2023,Schalke
982,Jacek Góralski,6.22,Bundesliga,2022-2023,Bochum
983,Florian Müller,6.21,Bundesliga,2022-2023,Stuttgart
984,Moritz Broschinski,6.21,Bundesliga,2022-2023,Bochum
985,Luca Waldschmidt,6.21,Bundesliga,2022-2023,Wolfsburg
986,Saidy Janko,6.21,Bundesliga,2022-2023,Bochum
987,Jamie Leweling,6.21,Bundesliga,2022-2023,Union Berlin
988,Jacob Bruun Larsen,6.2,Bundesliga,2022-2023,Hoffenheim
989,Wooyeong Jeong,6.2,Bundesliga,2022-2023,Freiburg
990,Hugo Siquet,6.2,Bundesliga,2022-2023,Freiburg
991,Tom Bischof,6.19,Bundesliga,2022-2023,Hoffenheim
992,Lucas Alario,6.19,Bundesliga,2022-2023,Eintracht Frankfurt
993,Umut Tohumcu,6.19,Bundesliga,2022-2023,Hoffenheim
994,Maximilian Philipp,6.19,Bundesliga,2022-2023,Wolfsburg
995,Niklas Tauer,6.19,Bundesliga,2022-2023,Mainz
996,Peter Pekarík,6.17,Bundesliga,2022-2023,Hertha Berlin
997,Irvin Cardona,6.17,Bundesliga,2022-2023,Augsburg
998,Luca Pfeiffer,6.17,Bundesliga,2022-2023,Stuttgart
999,Julian Baumgartlinger,6.17,Bundesliga,2022-2023,Augsburg
1000,Antonios Papadopoulos,6.17,Bundesliga,2022-2023,Borussia Dortmund
1001,Kingsley EhizibueF,6.17,Bundesliga,2022-2023,C Koln
1002,Derry Scherhant,6.16,Bundesliga,2022-2023,Hertha Berlin
1003,Danny Latza,6.16,Bundesliga,2022-2023,Schalke
1004,Eduardo Quaresma,6.16,Bundesliga,2022-2023,Hoffenheim
1005,Diadié Samassékou,6.14,Bundesliga,2022-2023,Hoffenheim
1006,Thomas Delaney,6.14,Bundesliga,2022-2023,Hoffenheim
1007,Timothy Fosu-MensahLeverkusen,6.14,Bundesliga,2022-2023,
1008,Silvere Ganvoula,6.13,Bundesliga,2022-2023,Bochum
1009,Tim LemperleF,6.13,Bundesliga,2022-2023,C Koln
1010,Jordan Larsson,6.13,Bundesliga,2022-2023,Schalke
1011,Yvandro Borges Sanches,6.13,Bundesliga,2022-2023,Borussia M Gladbach
1012,Nicolas Cozza,6.12,Bundesliga,2022-2023,Wolfsburg
1013,Milos Pantovic,6.12,Bundesliga,2022-2023,Union Berlin
1014,Faride Alidou,6.12,Bundesliga,2022-2023,Eintracht Frankfurt
1015,Juan José Perea,6.12,Bundesliga,2022-2023,Stuttgart
1016,Florent Mollet,6.11,Bundesliga,2022-2023,Schalke
1017,Timothée Kolodziejczak,6.11,Bundesliga,2022-2023,Schalke
1018,Tony Jantschke,6.11,Bundesliga,2022-2023,Borussia M Gladbach
1019,Leo Greiml,6.11,Bundesliga,2022-2023,Schalke
1020,Mathias OlesenF,6.1,Bundesliga,2022-2023,C Koln
1021,Aster Vranckx,6.1,Bundesliga,2022-2023,Wolfsburg
1022,Nils Petersen,6.1,Bundesliga,2022-2023,Freiburg
1023,Ricardo Pepi,6.09,Bundesliga,2022-2023,Augsburg
1024,Kevin-Prince Boateng,6.09,Bundesliga,2022-2023,Hertha Berlin
1025,Oscar Fraulo,6.08,Bundesliga,2022-2023,Borussia M Gladbach
1026,Fabio Chiarodia,6.08,Bundesliga,2022-2023,Werder Bremen
1027,Noah Sarenren Bazee,6.08,Bundesliga,2022-2023,Augsburg
1028,Laurin Ulrich,6.07,Bundesliga,2022-2023,Stuttgart
1029,Delano Burgzorg,6.06,Bundesliga,2022-2023,Mainz
1030,Tim Skarke,6.06,Bundesliga,2022-2023,Union Berlin
1031,Andrey Lunev,6.06,Bundesliga,2022-2023,Leverkusen
1032,Mark UthF,6.06,Bundesliga,2022-2023,C Koln
1033,Marlon Mustapha,6.05,Bundesliga,2022-2023,Mainz
1034,Fisnik Asllani,6.05,Bundesliga,2022-2023,Hoffenheim
1035,Patrick Herrmann,6.04,Bundesliga,2022-2023,Borussia M Gladbach
1036,Nicolai Rapp,6.04,Bundesliga,2022-2023,Werder Bremen
1037,Myziane Maolida,6.04,Bundesliga,2022-2023,Hertha Berlin
1038,Nathanaël Mbuku,6.04,Bundesliga,2022-2023,Augsburg
1039,Sidi Sané,6.04,Bundesliga,2022-2023,Schalke
1040,Muhammed Damar,6.04,Bundesliga,2022-2023,Hoffenheim
1041,Vladimír Darida,6.03,Bundesliga,2022-2023,Hertha Berlin
1042,Eren Dinkçi,6.02,Bundesliga,2022-2023,Werder Bremen
1043,Timothy Chandler,6.02,Bundesliga,2022-2023,Eintracht Frankfurt
1044,Dzenan Pejcinovic,6.02,Bundesliga,2022-2023,Wolfsburg
1045,Semir Telalovic,6.02,Bundesliga,2022-2023,Borussia M Gladbach
1046,Jérôme Roussillon,6.01,Bundesliga,2022-2023,Wolfsburg
1047,Marco Pasalic,6.01,Bundesliga,2022-2023,Borussia Dortmund
1048,Kerim alhanoglu,6.01,Bundesliga,2022-2023,Schalke
1049,Karim Bellarabi,6.01,Bundesliga,2022-2023,Leverkusen
1050,Justin DiehlF,6.01,Bundesliga,2022-2023,C Koln
1051,Aaron Zehnter,6.0,Bundesliga,2022-2023,Augsburg
1052,Ayman Azhil,6.0,Bundesliga,2022-2023,Leverkusen
1053,Dikeni Salifou,6.0,Bundesliga,2022-2023,Werder Bremen
1054,Joshua Quarshie,6.0,Bundesliga,2022-2023,Hoffenheim
1055,Julian Eitschberger,6.0,Bundesliga,2022-2023,Hertha Berlin
1056,Noah Mbamba,6.0,Bundesliga,2022-2023,Leverkusen
1057,Rocco Reitz,6.0,Bundesliga,2022-2023,Borussia M Gladbach
1058,Sanoussy BaR,6.0,Bundesliga,2022-2023,B Leipzig
1059,Lukas Petkov,5.99,Bundesliga,2022-2023,Augsburg
1060,Bouna Sarr,5.99,Bundesliga,2022-2023,Bayern
1061,Brajan Gruda,5.99,Bundesliga,2022-2023,Mainz
1062,Dario Gebuhr,5.98,Bundesliga,2022-2023,Eintracht Frankfurt
1063,Kimberly Ezekwem,5.98,Bundesliga,2022-2023,Freiburg
1064,Marcel Wenig,5.98,Bundesliga,2022-2023,Eintracht Frankfurt
1065,Jonathan Schmid,5.97,Bundesliga,2022-2023,Freiburg
1066,Robert Wagner,5.97,Bundesliga,2022-2023,Freiburg
1067,Joel Pohjanpalo,5.96,Bundesliga,2022-2023,Leverkusen
1068,Tony Rölke,5.95,Bundesliga,2022-2023,Hertha Berlin
1069,Thomas Kastanaras,5.95,Bundesliga,2022-2023,Stuttgart
1070,Filip Kostic,5.93,Bundesliga,2022-2023,Eintracht Frankfurt
1071,Alou Kuol,5.92,Bundesliga,2022-2023,Stuttgart
1072,Andreas Ivan,5.91,Bundesliga,2022-2023,Schalke
1073,Justin Njinmah,5.91,Bundesliga,2022-2023,Borussia Dortmund
1074,Felix Agu,5.91,Bundesliga,2022-2023,Werder Bremen
1075,Tim Oermann,5.89,Bundesliga,2022-2023,Bochum
1076,Jean-Manuel Mbom,5.89,Bundesliga,2022-2023,Werder Bremen
1077,Alexander SørlothR,5.87,Bundesliga,2022-2023,B Leipzig
1078,Eniss Shabani,5.86,Bundesliga,2022-2023,Mainz
1079,Jannes Horn,5.84,Bundesliga,2022-2023,Bochum
1080,Tymoteusz Puchacz,5.8,Bundesliga,2022-2023,Union Berlin
1081,Soumaïla Coulibaly,5.12,Bundesliga,2022-2023,Borussia Dortmund
1082,Lukás Ambros,5.08,Bundesliga,2022-2023,Wolfsburg
1083,Stefan Posch,4.88,Bundesliga,2022-2023,Hoffenheim
1084,Antoine Griezmann,7.69,La Liga,2022-2023,Atletico
1085,Karim Benzema,7.53,La Liga,2022-2023,Real Madrid
1086,Robert Lewandowski,7.49,La Liga,2022-2023,Barcelona
1087,Leo Román,7.38,La Liga,2022-2023,Mallorca
1088,Vinícius Júnior,7.35,La Liga,2022-2023,Real Madrid
1089,Rodrygo,7.26,La Liga,2022-2023,Real Madrid
1090,Memphis Depay,7.23,La Liga,2022-2023,Barcelona
1091,Pedri,7.2,La Liga,2022-2023,Barcelona
1092,Joselu,7.15,La Liga,2022-2023,Espanyol
1093,Frenkie de Jong,7.15,La Liga,2022-2023,Barcelona
1094,Gerónimo Rulli,7.14,La Liga,2022-2023,Villarreal
1095,Ousmane Dembélé,7.14,La Liga,2022-2023,Barcelona
1096,Mikel Merino,7.13,La Liga,2022-2023,Real Sociedad
1097,Gonzalo Escalante,7.1,La Liga,2022-2023,Cadiz
1098,Lee Kang-InMallorca,7.09,La Liga,2022-2023,
1099,Federico Valverde,7.08,La Liga,2022-2023,Real Madrid
1100,Sergi Darder,7.08,La Liga,2022-2023,Espanyol
1101,Enes nal,7.07,La Liga,2022-2023,Getafe
1102,Juan Foyth,7.06,La Liga,2022-2023,Villarreal
1103,Isi Palazón,7.05,La Liga,2022-2023,Rayo Vallecano
1104,Raphinha,7.04,La Liga,2022-2023,Barcelona
1105,Toni Kroos,7.04,La Liga,2022-2023,Real Madrid
1106,Aleix García,7.04,La Liga,2022-2023,Girona
1107,Aurélien Tchouaméni,7.04,La Liga,2022-2023,Real Madrid
1108,David Gil,7.04,La Liga,2022-2023,Cadiz
1109,Conan Ledesma,7.03,La Liga,2022-2023,Cadiz
1110,Éder Militão,7.03,La Liga,2022-2023,Real Madrid
1111,Vedat Muriqi,7.01,La Liga,2022-2023,Mallorca
1112,Sergio Busquets,6.99,La Liga,2022-2023,Barcelona
1113,Takefusa Kubo,6.98,La Liga,2022-2023,Real Sociedad
1114,Guido Rodríguez,6.98,La Liga,2022-2023,Real Betis
1115,José Gayà,6.98,La Liga,2022-2023,Valencia
1116,Javi Galán,6.98,La Liga,2022-2023,Celta Vigo
1117,Jules Koundé,6.97,La Liga,2022-2023,Barcelona
1118,José María Giménez,6.96,La Liga,2022-2023,Atletico
1119,Dani Parejo,6.96,La Liga,2022-2023,Villarreal
1120,Marco Asensio,6.94,La Liga,2022-2023,Real Madrid
1121,Thibaut Courtois,6.94,La Liga,2022-2023,Real Madrid
1122,Gerard Moreno,6.94,La Liga,2022-2023,Villarreal
1123,Brais Méndez,6.93,La Liga,2022-2023,Real Sociedad
1124,Loïc Badé,6.92,La Liga,2022-2023,Sevilla
1125,Iago Aspas,6.91,La Liga,2022-2023,Celta Vigo
1126,Viktor Tsyhankov,6.91,La Liga,2022-2023,Girona
1127,Ronald Araujo,6.91,La Liga,2022-2023,Barcelona
1128,Yeremy Pino,6.91,La Liga,2022-2023,Villarreal
1129,Lucas Robertone,6.91,La Liga,2022-2023,Almeria
1130,Reinildo,6.91,La Liga,2022-2023,Atletico
1131,Félix Garreta,6.9,La Liga,2022-2023,Real Betis
1132,Alejandro Balde,6.9,La Liga,2022-2023,Barcelona
1133,Nico Williams,6.89,La Liga,2022-2023,Athletic Club
1134,Samuel Chukwueze,6.89,La Liga,2022-2023,Villarreal
1135,Claudio Bravo,6.88,La Liga,2022-2023,Real Betis
1136,Antonio Raíllo,6.88,La Liga,2022-2023,Mallorca
1137,Nicolas Jackson,6.87,La Liga,2022-2023,Villarreal
1138,Ayoze Pérez,6.87,La Liga,2022-2023,Real Betis
1139,Marc-André ter Stegen,6.85,La Liga,2022-2023,Barcelona
1140,Yannick Carrasco,6.85,La Liga,2022-2023,Atletico
1141,Umar Sadiq,6.85,La Liga,2022-2023,Almeria
1142,Alexander Sørloth,6.85,La Liga,2022-2023,Real Sociedad
1143,David Silva,6.85,La Liga,2022-2023,Real Sociedad
1144,Álvaro Morata,6.85,La Liga,2022-2023,Atletico
1145,Gerard Piqué,6.85,La Liga,2022-2023,Barcelona
1146,Aitor Fernández,6.85,La Liga,2022-2023,Osasuna
1147,André Almeida,6.84,La Liga,2022-2023,Valencia
1148,David Soria,6.84,La Liga,2022-2023,Getafe
1149,Gavi,6.84,La Liga,2022-2023,Barcelona
1150,Álex Moreno,6.83,La Liga,2022-2023,Real Betis
1151,Iñaki Williams,6.83,La Liga,2022-2023,Athletic Club
1152,Jordi Masip,6.83,La Liga,2022-2023,Real Valladolid
1153,Giovani Lo Celso,6.82,La Liga,2022-2023,Villarreal
1154,Jordi Alba,6.82,La Liga,2022-2023,Barcelona
1155,Andreas Christensen,6.82,La Liga,2022-2023,Barcelona
1156,Álvaro García,6.82,La Liga,2022-2023,Rayo Vallecano
1157,Gabri Veiga,6.82,La Liga,2022-2023,Celta Vigo
1158,Iñigo Martínez,6.81,La Liga,2022-2023,Athletic Club
1159,Samuel Lino,6.81,La Liga,2022-2023,Valencia
1160,Juan Miranda,6.81,La Liga,2022-2023,Real Betis
1161,Marcos Llorente,6.81,La Liga,2022-2023,Atletico
1162,Rodrigo De Paul,6.81,La Liga,2022-2023,Atletico
1163,Pau Torres,6.8,La Liga,2022-2023,Villarreal
1164,Adri Embarba,6.8,La Liga,2022-2023,Almeria
1165,Anuar Tuhami,6.8,La Liga,2022-2023,Real Valladolid
1166,Yuri Berchiche,6.79,La Liga,2022-2023,Athletic Club
1167,Yeray lvarez,6.79,La Liga,2022-2023,Athletic Club
1168,Nahuel Molina,6.79,La Liga,2022-2023,Atletico
1169,Lucas Boyé,6.79,La Liga,2022-2023,Elche
1170,Iza Carcelén,6.79,La Liga,2022-2023,Cadiz
1171,Selim Amallah,6.79,La Liga,2022-2023,Real Valladolid
1172,Eduardo Camavinga,6.78,La Liga,2022-2023,Real Madrid
1173,Youssouf Sabaly,6.78,La Liga,2022-2023,Real Betis
1174,Pablo Maffeo,6.78,La Liga,2022-2023,Mallorca
1175,Marcos Acuña,6.78,La Liga,2022-2023,Sevilla
1176,Javi Guerra,6.77,La Liga,2022-2023,Valencia
1177,Pape Gueye,6.77,La Liga,2022-2023,Sevilla
1178,Santi Comesaña,6.77,La Liga,2022-2023,Rayo Vallecano
1179,David García,6.77,La Liga,2022-2023,Osasuna
1180,Robin Le Normand,6.76,La Liga,2022-2023,Real Sociedad
1181,Dominik Greif,6.76,La Liga,2022-2023,Mallorca
1182,Ivo Grbic,6.76,La Liga,2022-2023,Atletico
1183,David López,6.75,La Liga,2022-2023,Girona
1184,Gonzalo Plata,6.75,La Liga,2022-2023,Real Valladolid
1185,Diego Rico,6.75,La Liga,2022-2023,Real Sociedad
1186,Alexander Isak,6.74,La Liga,2022-2023,Real Sociedad
1187,Dani Ceballos,6.74,La Liga,2022-2023,Real Madrid
1188,Gerard Gumbau,6.74,La Liga,2022-2023,Elche
1189,Alex Berenguer,6.74,La Liga,2022-2023,Athletic Club
1190,Copete,6.74,La Liga,2022-2023,Mallorca
1191,Omar Alderete,6.74,La Liga,2022-2023,Getafe
1192,Arnau Martínez,6.74,La Liga,2022-2023,Girona
1193,Diego López,6.74,La Liga,2022-2023,Valencia
1194,Germán Pezzella,6.74,La Liga,2022-2023,Real Betis
1195,Unai Núñez,6.74,La Liga,2022-2023,Celta Vigo
1196,Edgar Badia,6.73,La Liga,2022-2023,Elche
1197,Fernando Pacheco,6.73,La Liga,2022-2023,Espanyol
1198,Iker Muniain,6.72,La Liga,2022-2023,Athletic Club
1199,Alfonso Espino,6.72,La Liga,2022-2023,Cadiz
1200,Oihan Sancet,6.72,La Liga,2022-2023,Athletic Club
1201,Mario Hermoso,6.72,La Liga,2022-2023,Atletico
1202,João Félix,6.72,La Liga,2022-2023,Atletico
1203,William Carvalho,6.72,La Liga,2022-2023,Real Betis
1204,Adri Embarba,6.72,La Liga,2022-2023,Espanyol
1205,Koke,6.72,La Liga,2022-2023,Atletico
1206,Fran García,6.72,La Liga,2022-2023,Rayo Vallecano
1207,Étienne Capoue,6.72,La Liga,2022-2023,Villarreal
1208,Sergio Canales,6.72,La Liga,2022-2023,Real Betis
1209,Stefan Savic,6.72,La Liga,2022-2023,Atletico
1210,Cyle Larin,6.71,La Liga,2022-2023,Real Valladolid
1211,Lucas Torró,6.71,La Liga,2022-2023,Osasuna
1212,Lucas Ocampos,6.71,La Liga,2022-2023,Sevilla
1213,Álex Remiro,6.71,La Liga,2022-2023,Real Sociedad
1214,Carlos García,6.71,La Liga,2022-2023,Cadiz
1215,Valentín Castellanos,6.71,La Liga,2022-2023,Girona
1216,Moi Gómez,6.71,La Liga,2022-2023,Osasuna
1217,Martín Zubimendi,6.71,La Liga,2022-2023,Real Sociedad
1218,Héctor Bellerín,6.71,La Liga,2022-2023,Barcelona
1219,Oriol Romeu,6.71,La Liga,2022-2023,Girona
1220,Lucas Vázquez,6.7,La Liga,2022-2023,Real Madrid
1221,Eray Cömert,6.7,La Liga,2022-2023,Valencia
1222,Rui Silva,6.7,La Liga,2022-2023,Real Betis
1223,El Bilal Touré,6.7,La Liga,2022-2023,Almeria
1224,Ante Budimir,6.7,La Liga,2022-2023,Osasuna
1225,Paulo Gazzaniga,6.69,La Liga,2022-2023,Girona
1226,Predrag Rajkovic,6.69,La Liga,2022-2023,Mallorca
1227,Luis Suárez,6.69,La Liga,2022-2023,Almeria
1228,Nabil Fekir,6.69,La Liga,2022-2023,Real Betis
1229,Sergio Escudero,6.69,La Liga,2022-2023,Real Valladolid
1230,Aitor Ruibal,6.68,La Liga,2022-2023,Real Betis
1231,Vinicius Souza,6.68,La Liga,2022-2023,Espanyol
1232,Thierry Correia,6.68,La Liga,2022-2023,Valencia
1233,Rubén Sobrino,6.68,La Liga,2022-2023,Cadiz
1234,Jan Oblak,6.67,La Liga,2022-2023,Atletico
1235,Omar Mascarell,6.67,La Liga,2022-2023,Elche
1236,Nemanja Gudelj,6.67,La Liga,2022-2023,Sevilla
1237,Íñigo Ruíz de Galarreta,6.67,La Liga,2022-2023,Mallorca
1238,Suso,6.67,La Liga,2022-2023,Sevilla
1239,Marko Dmitrovic,6.66,La Liga,2022-2023,Sevilla
1240,Justin Kluivert,6.66,La Liga,2022-2023,Valencia
1241,Óscar De Marcos,6.66,La Liga,2022-2023,Athletic Club
1242,Fernando Martínez,6.66,La Liga,2022-2023,Almeria
1243,Aridane Hernández,6.66,La Liga,2022-2023,Osasuna
1244,Alfonso Pedraza,6.65,La Liga,2022-2023,Villarreal
1245,Abde Ezzalzouli,6.65,La Liga,2022-2023,Osasuna
1246,Raúl Albiol,6.65,La Liga,2022-2023,Villarreal
1247,Luka Modric,6.65,La Liga,2022-2023,Real Madrid
